Date,Close,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_3,percent_change_Close_lag_5,percent_change_Close_lag_10,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,positive_streak,negative_streak,positive_streak_max,negative_streak_max,is_gap_up,is_gap_down,move_from_gap%,VPT
2008-04-09,18.55999947,4.66055961,9.3280563,-17.31100613,-5.46912136,-0.1781958,11.0,0.0,1,0,1.25595639,1.16274519,-47.06218272,0,200.0,5.60344309,0.55222396,0.47209911,9.56656406,-51.68433204,0.22422229,-0.00161381,1.41182923,-0.02619172,0.04895886,0.02850493,-0.00676095,18.21714292,16.35100002,0,1,16.55250001,0,-6.21156479,78.71719156,1,0,0,0,-71065.62652588,3.0,7.0,10.0,-4.20446962,11.70198514,0.0,2.0,7.0,5.0,0,0,0.0,-3822.78783984
2008-04-10,18.26000023,4.4711306,6.30405924,-18.38978389,-5.19750705,-0.32418298,12.0,0.0,1,0,1.27004809,1.18062548,-47.91785649,0,201.0,2.30010992,0.64737338,0.56827516,6.55943355,-51.12385476,0.45977777,-0.01616375,1.46216348,-0.00161381,0.02414167,0.00509051,-0.05074256,18.37000002,16.38633334,0,1,16.64200006,0,-6.50167017,72.19589281,1,0,0,0,-465058.81729125,2.0,7.0,9.0,-1.98559558,9.66947898,0.0,3.0,7.0,5.0,0,0,0.0,-25057.04906644
2008-04-11,17.76000023,4.6774449,2.5150496,-20.39337051,-4.98541416,-0.60104284,12.0,0.0,1,0,1.30295124,1.20940234,-49.34398308,0,202.0,3.60361086,0.72099448,0.65858447,2.81043138,-50.72871863,0.52244439,-0.02738226,1.48337762,-0.01616375,-0.02619172,0.04895886,0.00065191,18.38142858,16.4096667,0,1,16.69250007,0,-6.98732161,65.65349654,0,0,0,0,-1047750.00000001,1.0,6.0,8.0,1.03084372,6.77840804,0.0,4.0,7.0,5.0,0,0,0.0,-57379.51735306
2008-04-14,17.19000053,4.72035208,-1.15008398,-22.72785271,-4.85604988,-1.45728083,11.0,0.0,0,0,1.34133088,1.24692384,-50.96976651,0,203.0,3.83944053,0.7718781,0.74089476,-1.06364701,-50.44265125,0.45822222,-0.03209458,1.47118318,-0.02738226,-0.00161381,0.02414167,0.03452767,18.29857145,16.43266671,0,1,16.76300011,0,-7.54340248,56.99088212,0,0,0,0,-1085222.41897583,0.0,5.0,7.0,4.6566412,4.02908724,0.0,5.0,7.0,5.0,0,0,0.0,-61104.86514584
2008-04-15,17.32999992,4.65748957,-0.82165028,-21.88151542,-4.71067844,-0.28557367,10.0,0.0,0,0,1.32668165,1.23353186,-50.57045281,0,204.0,2.13503082,0.80132984,0.81049636,-0.7684575,-50.18766619,0.19622214,0.00814423,1.37956742,-0.03209458,-0.01616375,-0.02619172,0.08249373,18.11142867,16.46900005,0,1,16.90200009,0,-7.39256397,58.85022924,0,0,0,0,207983.09326172,1.0,5.0,8.0,3.40572408,4.30433722,1.0,0.0,7.0,5.0,0,0,0.0,12099.07427575
2008-04-16,17.65999985,4.41271714,0.11743112,-20.18512062,-4.48691417,-1.14292105,11.0,0.0,1,0,1.29702639,1.20877205,-49.62920948,0,205.0,2.77464146,0.81474109,0.87171094,0.29701786,-49.77837667,0.0904444,0.01904212,1.3292755,0.00814423,-0.02738226,-0.00161381,0.02850493,17.90714291,16.53133338,0,1,17.02450008,0,-7.04629147,68.95424918,0,0,0,0,776258.82053375,2.0,5.0,9.0,1.90248791,6.08165543,2.0,0.0,7.0,5.0,0,0,0.0,44792.77691582
2008-04-17,18.62999916,4.43217617,4.23210156,-15.59824601,-4.19942854,35.03901286,12.0,0.0,1,0,1.22913126,1.14048774,-46.86252587,0,206.0,8.37358849,0.81998131,0.92600451,4.7642603,-49.27900604,0.06999991,0.05492635,1.24740774,0.01904212,-0.03209458,-0.01616375,0.00509051,17.91285706,16.62333336,0,1,17.22500005,0,-6.05385075,73.16383968,1,0,0,0,3497526.52416229,3.0,5.0,9.0,-2.44618945,10.55965233,3.0,0.0,7.0,5.0,0,0,0.0,198047.93626172
2008-04-18,19.02000046,4.40138271,5.09531733,-13.6220148,-3.9216428,0.20396859,12.0,0.0,1,0,1.20171622,1.11368856,-45.75014343,0,207.0,3.20714347,0.82703426,0.9762588,5.55684513,-48.60602692,-0.10422211,0.02093405,1.23541279,0.05492635,0.00814423,-0.02738226,0.04895886,17.97857148,16.7556667,0,1,17.40350008,0,-5.64625388,72.62248223,1,0,0,0,1251007.1603775,4.0,5.0,9.0,-4.20271675,11.03358186,4.0,0.0,7.0,5.0,0,0,0.0,67150.14582567
2008-04-21,18.70000076,4.20168196,2.7150069,-14.84458797,-3.75413565,-0.46715647,12.0,0.0,1,0,1.2163403,1.13230666,-46.66286358,0,208.0,4.38503513,0.82188195,1.01972135,2.68875751,-48.05941983,-0.19577781,-0.01682438,1.19929038,0.02093405,0.01904212,-0.03209458,0.02414167,18.0414287,16.89300006,0,1,17.55350013,0,-5.95927817,62.68907999,0,0,0,0,-387231.63070679,4.0,4.0,8.0,-2.0933222,8.83128871,0.0,1.0,7.0,5.0,0,0,0.0,-20359.18093518
2008-04-22,18.62000084,4.03943687,1.89977723,-14.95949696,-3.62259276,-0.30026799,12.0,0.0,1,0,1.21630463,1.13551589,-46.89104361,0,209.0,2.68528452,0.79851828,1.05028838,1.56257334,-47.70814224,-0.09333335,-0.00427807,1.18191589,-0.01682438,0.05492635,0.00814423,-0.02619172,18.16428593,17.01366676,0,1,17.67100015,0,-6.03161354,58.48376085,0,0,0,0,-105679.8992157,3.0,4.0,7.0,-1.19733181,7.95185376,0.0,2.0,7.0,5.0,0,0,0.0,-5651.33127829
