Date,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_Divergence,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,B%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
1994-10-31,,,,,,,,False,False,,,0.0,True,0.0,0.42918455,,,,,,,,,,,,0,0,,0,-0.00033315,,,,,,,,,,0.0,0.0,False,False,0.0,
1994-11-01,,,,,,,,False,False,,,-1.92961468,False,1.0,0.87525821,,,,,-0.01929615,,,,,,,0,0,,0,-0.25809974,,,-1659249.61090087,,,,,,,0.0,1.0,False,True,-2.14129096,-56969.94372192
1994-11-02,,,,,,,,False,False,,,-3.11073009,False,2.0,0.88592793,,,,,-0.01204355,,-0.01929615,,,,,0,0,,0,-0.42954494,,,-796978.88183595,,,,,,,0.0,2.0,False,True,-2.06156897,-27902.49236773
1994-11-03,,,,,,,,False,False,,,-3.11073009,False,3.0,0.88592793,,,,,0.0,,-0.01204355,-0.01929615,,,,0,0,,0,-0.36452391,,,0.0,,,,,,,0.0,0.0,False,False,0.0,0.0
1994-11-04,,,,,,,,False,False,,,-4.6145918,False,4.0,1.79979122,,,,,-0.01552145,,0.0,-0.01204355,-0.01929615,,,0,0,,0,-0.68048691,,,-820811.48529053,0.0,,,,,,0.0,1.0,False,False,0.0,-29087.19264627
1994-11-07,,,,,,,,False,False,,,-4.07553742,False,5.0,1.11675953,,,,,0.00565133,,-0.01552145,0.0,-0.01204355,,,0,0,,0,-0.43476936,,,294531.22711182,1.0,,,,,,1.0,0.0,False,False,0.0,10601.89430387
1994-11-08,,,,,,,,False,False,,,-3.86266094,False,6.0,0.55714335,,,,,0.00221921,,0.00565133,-0.01552145,0.0,28.26357133,,0,0,,0,-0.32740806,,,113584.50317382,2.0,,,,,,2.0,0.0,False,False,0.0,4065.59182083
1994-11-09,,,,,,,,False,False,,,-5.25665283,False,7.0,2.26498515,,,,,-0.0145,,0.00221921,0.00565133,-0.01552145,28.04485703,,0,0,,0,-0.65643835,,,-843668.28536987,2.0,,,,,,0.0,1.0,False,False,0.0,-30131.01019178
1994-11-10,,,,,,,,False,False,,,-5.90214545,False,8.0,0.79909458,,,,,-0.00681307,,-0.0145,0.00221921,0.00565133,27.87957137,,0,0,,0,-0.76265982,,,-343437.89825439,2.0,,,,,,0.0,2.0,False,False,0.0,-12446.10784821
1994-11-11,,,,,,,,False,False,,,-6.00858369,False,9.0,1.02648452,,,,,-0.00113114,,-0.00681307,-0.0145,0.00221921,27.75899996,,0,0,,0,-0.74072959,,,-37621.7666626,2.0,2.0,,,,,0.0,3.0,False,False,0.0,-1372.75656696
1994-11-14,,,,,,,,False,False,,,-6.11502193,False,10.0,0.57050957,,,,,-0.00113243,,-0.00113114,-0.00681307,-0.0145,27.63399996,,0,0,,0,-0.72753449,,,-35092.15545654,1.0,2.0,,,,,0.0,4.0,False,False,0.0,-1281.90522216
1994-11-15,,,,,,,,False,False,,,-6.54420648,False,11.0,1.49527753,,,,,-0.00457139,,-0.00113243,-0.00113114,-0.00681307,27.55371421,,0,0,,0,-0.78541678,,,-243050.0,0.0,2.0,,,,,0.0,5.0,False,False,0.0,-8888.60449169
1994-11-16,,,,,,,,False,False,,,-5.79227562,False,12.0,0.68518014,,,,,0.00804585,,-0.00457139,-0.00113243,-0.00113114,27.48228564,,0,0,,0,-0.52426657,,,345756.98318482,1.0,3.0,,,,,1.0,0.0,False,False,0.0,12702.78059184
1994-11-17,,-2.253929,,,,0.0,,False,False,,,-6.65064472,False,13.0,1.61100386,,,-2.60562999,-4.15323261,-0.00911145,,0.00804585,-0.00457139,-0.00113243,27.3662856,,0,0,,0,-0.72737128,,11.61744274,-390900.0,1.0,3.0,3.0,2.81627833,-0.42863014,,0.0,1.0,False,False,0.0,-14246.66535145
1994-11-18,1.24550649,-2.18537954,,,-0.03041332,0.0,,False,False,,,-7.07982927,False,14.0,0.80922243,,,-2.55642923,-4.64207131,-0.00459762,,-0.00911145,0.00804585,-0.00457139,27.29042843,,0,0,,0,-0.79488843,14.90809279,12.15490693,-236350.0,1.0,3.0,3.0,2.84850392,-0.82246257,,0.0,2.0,False,False,0.0,-8693.1735467
1994-11-21,1.20714278,-2.01770901,,,-0.07672376,0.0,,False,False,,,-7.29613734,False,15.0,1.50370421,,,-2.23319801,-5.17858744,-0.00232789,,-0.00459762,-0.00911145,0.00804585,27.23242841,,0,0,,0,-0.81082742,17.95817439,9.04182561,-115062.69836426,1.0,2.0,3.0,2.72109679,-0.93049909,,0.0,3.0,False,False,0.0,-4251.660922
1994-11-22,1.27431254,-2.97769298,,,0.4757792,0.0,,False,False,,,-8.58369099,False,16.0,1.99436671,,,-3.09790108,-5.66116727,-0.01388889,,-0.00232789,-0.00459762,-0.00911145,27.12528556,,0,0,,0,-1.11473479,17.73278733,8.89221267,-802350.0,1.0,1.0,3.0,3.9506382,-1.80979372,,0.0,4.0,False,False,0.0,-29716.66666667
1994-11-23,1.318558,-2.14803964,,,-0.27862286,0.0,,False,False,,,-8.15450644,False,17.0,1.63738215,,,-2.22537223,-6.06408262,0.00469484,,-0.01388889,-0.00232789,-0.00459762,27.04042843,,0,0,,0,-0.90944087,21.69556356,5.05443644,306850.0,1.0,2.0,4.0,3.05618277,-1.19536358,,1.0,0.0,False,False,0.0,11524.88262911
1994-11-25,1.27728689,-2.52186804,,,0.17403236,0.0,,False,False,,,-8.79656747,False,18.0,1.05786297,,,-2.68244122,-6.28265477,-0.00699066,,0.00469484,-0.01388889,-0.00232789,26.94671413,,0,0,,0,-1.07777283,24.01876102,2.5442387,-109357.76062012,1.0,2.0,4.0,3.47623105,-1.57624846,,0.0,1.0,False,False,0.0,-4088.14058393
1994-11-28,1.30785075,-0.7799567,,,-0.69072264,0.0,,False,False,,,-7.40257558,False,19.0,1.85398051,,,-0.87340106,-6.58670285,0.01528442,0.66826346,-0.00699066,0.00469484,-0.01388889,26.87971415,,0,1,27.51894989,0,-0.62423035,31.31508468,-4.34608481,830351.48086547,2.0,3.0,4.0,1.95742434,0.20831024,0.29426152,1.0,0.0,False,False,0.0,31259.70294964
1994-11-29,1.30511507,-0.29797181,,,-0.61796365,0.0,,False,False,,,-7.1896991,False,20.0,0.69549674,,,-0.3394683,-6.87356437,0.00229895,0.55840003,0.01528442,-0.00699066,0.00469484,26.85728564,,0,1,27.4142499,0,-0.52125171,31.31508468,-4.28408454,162887.12158203,3.0,4.0,4.0,1.50694102,0.36014628,0.32841613,2.0,0.0,False,False,0.0,6039.79096042
1994-11-30,1.20862511,0.2787992,,,-1.93565627,1.0,,True,False,,,-6.76051455,False,21.0,1.03476262,,,0.30654819,-7.04546499,0.00462432,0.49056818,0.00229895,0.01528442,-0.00699066,26.87057141,,0,1,27.34389992,0,-0.37718027,40.52768873,-13.37168859,238050.0,4.0,5.0,5.0,1.00110518,0.80385126,0.4042438,3.0,0.0,False,False,0.0,8806.55539161
1994-12-01,1.29345791,-1.04922141,,,-4.76335883,1.0,,False,False,,,-8.15450644,False,22.0,1.28224453,,,-1.02246256,-7.20571967,-0.01495066,0.46177602,0.00462432,0.00229895,0.01528442,26.83485712,,0,1,27.27044992,0,-0.75309539,37.03557393,-10.28557393,-729176.24664307,3.0,4.0,5.0,2.52459414,-0.36873457,0.21823465,0.0,1.0,False,False,0.0,-26851.38617453
1994-12-02,1.27390222,-0.66868012,,,-0.36268922,1.0,,False,False,,,-7.93819837,False,23.0,0.81676748,,,-0.65384145,-7.33229853,0.00235513,0.41435916,-0.01495066,0.00462432,0.00229895,26.86171423,,0,1,27.20014992,0,-0.65506291,39.03200206,-12.21900234,132274.22332764,4.0,5.0,6.0,2.17094061,0.00739438,0.26641629,1.0,0.0,False,False,0.0,4944.8307786
1994-12-05,1.29148201,-1.17712523,,,0.76037121,1.0,,False,False,,,-8.58369099,False,24.0,0.58591601,,,-1.25267109,-7.42401843,-0.00701151,0.40967062,0.00235513,-0.01495066,0.00462432,26.84385708,,0,1,27.14234991,0,-0.82696954,36.77822915,-10.15322915,-173711.74621582,3.0,5.0,6.0,2.73341561,-0.48509503,0.18428911,0.0,1.0,False,False,0.0,-6478.63901821
1994-12-06,1.27909654,-1.34607439,,,0.14352692,1.0,,False,False,,,-8.9064373,False,25.0,1.17975095,,,-1.39649576,-7.61630288,-0.00353051,0.38596958,-0.00701151,0.00235513,-0.01495066,26.83928571,,0,1,27.07199993,0,-0.89069547,37.20238475,-10.67138462,-135623.00186157,2.0,5.0,6.0,2.84047826,-0.69291807,0.14958392,0.0,2.0,False,True,-0.93349762,-5093.82166616
1994-12-07,1.26361179,-1.21523873,,,-0.09719794,1.0,,False,False,,,-9.01287554,False,26.0,0.47169811,0.33243521,,-1.33227334,-7.78431049,-0.00116845,0.33903716,-0.00353051,-0.00701151,0.00235513,26.77228573,,0,1,26.99699993,0,-0.90152845,31.24000549,-4.74000549,-31062.13760376,1.0,5.0,5.0,2.67292417,-0.71356278,0.13352105,0.0,3.0,False,False,0.0,-1170.78653059
1994-12-08,1.23292521,-1.90216361,,,0.56525921,1.0,,False,False,,,-9.87124464,False,27.0,0.95238095,0.2949446,,-2.00261239,-8.02943062,-0.00943396,0.34756755,-0.00116845,-0.00353051,-0.00701151,26.66071429,,0,1,26.92979994,0,-1.10225982,31.24000549,-4.99000549,-567100.0,1.0,4.0,5.0,3.43583387,-1.34792178,0.01103035,0.0,4.0,False,False,0.0,-21400.0
1994-12-09,1.21578249,-1.0344901,,,-0.45615083,1.0,,False,False,,,-9.22575202,False,28.0,0.71109663,0.26145712,,-1.11894832,-8.19854113,0.00716189,0.34515523,-0.00943396,-0.00116845,-0.00353051,26.5581428,,0,1,26.88139992,0,-0.88515951,37.80725581,-11.36925609,289369.1772461,1.0,5.0,6.0,2.58720221,-0.40502851,0.17884001,1.0,0.0,False,False,0.0,11023.58770461
1994-12-12,1.20160214,0.20040095,,,-1.19371954,2.0,,True,False,,,-8.15450644,False,29.0,1.51775752,0.23561649,,0.17559461,-8.31549948,0.01180121,0.3258676,0.00716189,-0.00943396,-0.00116845,26.5581428,27.24076659,0,1,26.85014992,0,-0.55626898,45.55476573,-18.80476573,405849.95727539,2.0,5.0,7.0,1.3321974,0.77017523,0.42316671,2.0,0.0,False,False,0.0,15351.00845343
1994-12-13,1.13719673,-0.70284173,,,-4.50717767,2.0,,False,False,,,-9.01287554,False,30.0,0.70943293,0.21582281,,-0.69800614,-8.37331565,-0.00934579,0.3129406,0.01180121,0.00716189,-0.00943396,26.51342855,27.15326659,0,1,26.80794992,0,-0.78391778,47.6739861,-21.1739861,-410400.0,2.0,4.0,7.0,2.22022752,0.01083223,0.25398692,0.0,1.0,False,False,0.0,-15342.05607477
1994-12-14,1.0731053,-0.20107027,,,-0.71391815,2.0,,False,False,,,-8.58369099,False,31.0,0.8225347,0.19912963,,-0.22815354,-8.3746445,0.00471698,0.29978688,-0.00934579,0.01180121,0.00716189,26.51342855,27.0886666,0,1,26.77824993,0,-0.64099081,47.6739861,-21.0489861,187900.0,3.0,4.0,7.0,1.650906,0.51594124,0.37220094,1.0,0.0,False,False,0.0,7090.56603774
1994-12-15,1.03611856,-0.65285261,,,2.24688789,2.0,,False,False,,,-9.01287554,False,32.0,0.58867976,0.1800315,0.37599129,-0.65688796,-8.41124,-0.00469484,0.26215026,0.00471698,-0.00934579,0.01180121,26.50899996,27.0313666,0,1,26.73134995,0,-0.73956355,48.80000523,-22.30000523,-261750.0,3.0,4.0,7.0,1.90502659,0.02733904,0.27937277,0.0,1.0,False,False,0.0,-9830.98591549
1994-12-16,0.98363971,0.45117265,,,-1.69107888,3.0,,True,False,,,-8.0480682,False,33.0,1.168738,0.16267858,0.33299424,0.39677284,-8.41146662,0.01060378,0.2396693,-0.00469484,0.00471698,-0.00934579,26.54914284,26.98343328,0,1,26.71099997,0,-0.41032014,46.24000549,-19.45900536,1669590.41595459,3.0,4.0,7.0,0.94198873,1.15881153,0.57301746,1.0,0.0,False,False,0.0,63003.41192281
1994-12-19,0.98565502,0.3024627,,,-0.32960763,4.0,,True,False,,,-8.26094468,False,34.0,0.46783188,0.15055955,0.29394503,0.2811222,-8.51812055,-0.00231508,0.22497128,0.01060378,-0.00469484,0.00471698,26.61614282,26.94803327,0,1,26.69379997,0,-0.46390695,43.75999451,-17.04099464,-66191.4932251,2.0,4.0,6.0,1.13689859,0.91436428,0.52800345,0.0,1.0,False,False,0.0,-2471.58406653
1994-12-20,0.94728374,0.09210364,,,-0.6954876,4.0,,True,False,,,-8.58369099,False,35.0,0.46948357,0.1401838,0.26280093,0.06368972,-8.64187672,-0.00351809,0.21343965,-0.00231508,0.01060378,-0.00469484,26.64285714,26.90426661,0,1,26.67504997,0,-0.54891612,39.24665519,-12.62165519,-108663.84124756,2.0,4.0,5.0,1.31325453,0.47482758,0.4413769,0.0,2.0,False,False,0.0,-4066.91275145
1994-12-21,0.91696131,0.67017925,,,6.27635989,5.0,,True,False,,,-8.0480682,False,36.0,1.40024644,0.12813824,0.23725123,0.65166824,-8.64341008,0.00585916,0.2143628,-0.00351809,-0.00231508,0.01060378,26.64728573,26.86363328,0,1,26.68284998,0,-0.38240331,50.69851598,-23.91751584,301205.06515503,2.0,5.0,6.0,0.77935333,1.07845067,0.61446734,1.0,0.0,False,False,0.0,11312.8662969
1994-12-22,0.92126128,0.24255919,,,-0.63806819,6.0,,True,False,,,-8.47725275,False,37.0,0.82157811,0.11414646,0.21652896,0.2131583,-8.67192611,-0.00466749,0.21384289,0.00585916,-0.00351809,-0.00231508,26.66957147,26.83236663,0,1,26.67814999,0,-0.49997447,46.5585362,-19.90253606,-141700.0,2.0,5.0,5.0,1.19363171,0.61834343,0.474105,0.0,1.0,False,False,0.0,-5291.06453356
1994-12-23,0.9012016,0.56228951,,,1.31815378,7.0,,True,False,,,-8.15450644,False,38.0,0.46728972,0.09541162,0.19473407,0.56404807,-8.6696535,0.00352641,0.21262782,-0.00466749,0.00585916,-0.00351809,26.68742861,26.81049995,0,1,26.6875,0,-0.40183643,52.85779571,-26.10779571,63882.30667114,2.0,5.0,6.0,0.84433131,0.96127652,0.57348521,1.0,0.0,False,False,0.0,2396.54510587
