Date,Close,Level_Distance,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_lag_4,percent_change_Close_lag_5,percent_change_Close_lag_1-5,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
1998-09-10,23.25,1.02444918,2.32334869,-2.89017341,-2.5374327,0.08665179,0.06540502,6.0,0.0,0,0,1.04926843,1.00280146,-7.92079208,0,10.0,1.07526882,0.18966088,0.24689146,-3.56166943,-4.52011417,-0.31666667,-0.00534759,0.62067583,-0.00531915,0.01347709,-0.00802139,-0.00266667,-0.00265957,-0.00518969,23.375,23.84583333,0,1,23.94375,0,-0.39795203,36.23188406,0,0,0,0,-887.5,1.0,1.0,4.0,4.16405863,-0.31790479,0.0,2.0,0,0,0.0,-37.96791444
1998-09-11,23.1875,1.46020939,2.1948402,-2.91588785,-2.80834119,0.02642857,0.0088972,5.0,0.0,0,0,1.05084328,1.00694648,-8.16831683,0,11.0,1.07816712,0.15457542,0.23785149,-3.72842123,-4.61184459,-0.22222222,-0.00268817,0.63991255,-0.00534759,-0.00531915,0.01347709,-0.00802139,-0.00266667,-0.00787771,23.33035714,23.82291667,0,1,23.921875,0,-0.45975286,39.68253968,0,0,0,0,-1781.25,1.0,1.0,4.0,3.95634374,-0.5974385,0.0,3.0,0,0,0.0,-76.61290323
1998-09-14,22.8125,1.83739192,2.38747554,-3.98346486,-4.37641634,-0.09763393,0.36612417,4.0,0.0,0,0,1.06964188,1.02189237,-9.65346535,0,12.0,3.56164384,0.11753604,0.22535393,-5.02474745,-4.8736042,-0.22638889,-0.01617251,0.6840223,-0.00268817,-0.00534759,-0.00531915,0.01347709,-0.00802139,-0.00789922,23.24107143,23.7875,0,1,23.88125,0,-0.83315956,26.66666667,0,1,0,0,-10987.5,1.0,1.0,3.0,5.19341133,-1.96896454,0.0,4.0,0,1,-2.14477212,-473.85444744
1998-09-15,22.9375,1.71462301,2.21876216,-2.8182334,-3.8562297,-0.25482143,-0.29251707,3.0,0.0,0,0,1.06229661,1.01792137,-9.15841584,0,13.0,1.36239782,0.10803947,0.2133827,-4.03449857,-5.33933257,-0.04166667,0.00547945,0.71585515,-0.01617251,-0.00268817,-0.00534759,-0.00531915,0.01347709,-0.01605033,23.17857143,23.7625,0,1,23.834375,0,-0.70691266,16.98113208,0,1,0,0,3612.5,1.0,2.0,3.0,4.33284425,-1.12596938,1.0,0.0,0,0,0.0,158.35616438
1998-09-16,22.8125,1.86335644,1.99608611,-2.62957317,-4.37641634,-0.42799107,-0.06694273,2.0,0.0,0,0,1.06572798,1.02580626,-9.65346535,0,14.0,0.82191781,0.18574238,0.22396243,-3.25511742,-6.61362933,-0.05416667,-0.00544959,0.75067815,0.00547945,-0.01617251,-0.00268817,-0.00534759,-0.00531915,-0.02404797,23.125,23.73541667,0,1,23.778125,0,-0.82948287,13.20754717,0,1,0,0,-6725.0,1.0,2.0,2.0,4.33808017,-1.61942896,0.0,1.0,0,0,0.0,-293.1880109
1998-09-17,22.6875,1.89403409,1.84966549,-2.58769408,-4.89290627,-0.56450893,-0.01592619,1.0,0.0,0,0,1.06994294,1.03294963,-10.14851485,0,15.0,1.10192837,0.25867013,0.25242603,-3.1538445,-7.22245536,-0.05555556,-0.00547945,0.78190762,-0.00544959,0.00547945,-0.01617251,-0.00268817,-0.00534759,-0.02417841,23.00892857,23.7125,0,1,23.703125,0,-0.95393218,15.55555556,0,1,0,0,-1362.5,1.0,2.0,2.0,4.5752189,-1.84158889,0.0,2.0,0,0,0.0,-59.7260274
1998-09-18,22.75,1.90334041,1.74646782,-1.79225284,-4.6259056,-0.68825893,-0.30739385,0.0,0.0,0,0,1.06596743,1.03103807,-9.9009901,0,16.0,0.54945055,0.31825164,0.29026928,-2.4152831,-7.67098295,-0.05833333,0.00275482,0.78950247,-0.00547945,-0.00544959,0.00547945,-0.01617251,-0.00268817,-0.02431027,22.91964286,23.68333333,0,1,23.61875,0,-0.88892496,18.18181818,0,1,0,0,3181.25,2.0,3.0,3.0,3.53387978,-1.75873185,1.0,0.0,0,0,0.0,140.22038567
1998-09-21,22.8125,1.96920996,1.52641879,-1.31324836,-4.36012997,-0.73642857,-0.2672639,0.0,0.0,0,0,1.06085323,1.03032485,-9.65346535,0,17.0,1.64383562,0.37770037,0.33918265,-1.52759569,-8.25192572,-0.03055556,0.00274725,0.80384433,0.00275482,-0.00547945,-0.00544959,0.00547945,-0.01617251,-0.01886728,22.85714286,23.66041667,0,1,23.559375,0,-0.82555771,31.03448276,0,0,0,0,1243.75,3.0,4.0,4.0,3.05659153,-1.22308257,2.0,0.0,0,0,0.0,54.67032967
1998-09-22,24.125,0.91358225,1.6469282,4.16345412,1.11859167,-0.69741071,-4.17034786,1.0,1.0,1,1,1.00540711,0.97246854,-4.45544554,0,18.0,4.66321244,0.40974375,0.37353248,3.81570987,-7.96715201,-0.10833333,0.05753425,0.78073009,0.00274725,0.00275482,-0.00547945,-0.00544959,0.00547945,5.248e-05,22.99107143,23.675,0,1,23.5375,0,0.48625061,60.0,0,0,0,0,154743.75,3.0,4.0,5.0,-1.62683853,4.55629249,3.0,0.0,0,0,0.0,6783.28767123
1998-09-23,24.375,0.92232143,1.66666667,4.939458,2.13835819,-0.63700893,0.18638464,2.0,2.0,1,1,0.99573077,0.96239744,-3.46534653,0,19.0,1.02564103,0.41063457,0.3955162,4.3906657,-7.52558879,-0.06666667,0.01036269,0.71577617,0.05753425,0.00274725,0.00275482,-0.00547945,-0.00544959,0.05210728,23.21428571,23.7,0,1,23.5,0,0.73349744,64.1509434,0,0,0,0,20200.0,4.0,5.0,6.0,-2.15794157,5.23486465,4.0,0.0,0,0,0.0,837.30569948
1998-09-24,24.3125,0.91238869,1.67095116,4.36949023,1.85245794,-0.57566964,-0.11539075,3.0,3.0,1,1,0.99852185,0.96510283,-3.71287129,0,20.0,1.02827763,0.4005095,0.4088322,3.81366142,-7.25004071,-0.01666667,-0.0025641,0.61934116,0.01036269,0.05753425,0.00274725,0.00275482,-0.00547945,0.06791956,23.41071429,23.72291667,0,1,23.453125,0,0.66952951,64.1509434,0,0,0,0,-2800.0,4.0,5.0,6.0,-1.6372827,4.60346819,0.0,1.0,0,0,0.0,-114.87179487
1998-09-25,24.5,1.05475156,1.58527697,4.75281542,2.60974269,-0.48848214,0.08772767,4.0,4.0,1,1,0.9904191,0.95871356,-2.97029703,0,21.0,1.02040816,0.37941161,0.4091519,4.29118748,-6.96270192,0.02083333,0.00771208,0.60740869,-0.0025641,0.01036269,0.05753425,0.00274725,0.00275482,0.07083491,23.65178571,23.75208333,0,1,23.446875,0,0.85543358,69.81132075,0,0,0,0,7443.75,4.0,6.0,7.0,-2.08113772,4.9068834,1.0,0.0,0,0,0.0,306.16966581
1998-09-28,24.0,1.03416598,1.67410714,2.45854774,0.49593698,-0.45745536,-0.48271761,5.0,5.0,1,1,1.01180618,0.97832403,-4.95049505,0,22.0,1.82291667,0.34937407,0.40265409,2.13000251,-6.93282815,0.13333333,-0.02040816,0.57097958,0.00771208,-0.0025641,0.01036269,0.05753425,0.00274725,0.07579217,23.83928571,23.76458333,0,1,23.421875,0,0.35529297,57.14285714,0,0,0,0,-2700.0,3.0,6.0,6.0,0.28040981,2.96478249,0.0,1.0,0,0,0.0,-110.20408163
1998-09-29,24.25,0.99841165,1.71207658,3.25033264,1.51753009,-0.40089286,0.3220539,6.0,6.0,1,1,1.00217231,0.96793078,-3.96039604,0,23.0,1.03092784,0.31730144,0.39294333,3.00753166,-6.76448371,0.13194444,0.01041667,0.60025865,-0.02040816,0.00771208,-0.0025641,0.01036269,0.05753425,0.05263676,24.05357143,23.77708333,0,1,23.459375,0,0.60483114,62.06896552,0,0,0,0,3675.0,3.0,6.0,7.0,-0.46923917,3.7999291,1.0,0.0,0,0,0.0,153.125
1998-09-30,25.8125,2.26531523,2.05811138,9.05318748,7.9992678,-0.23098214,1.78531107,7.0,7.0,1,1,0.94651332,0.90535109,0.0,1,0.0,7.26392252,0.34730697,0.40186429,6.15206099,-5.79551723,0.18888889,0.06443299,0.79848747,0.01041667,-0.02040816,0.00771208,-0.0025641,0.01036269,0.00551918,24.48214286,23.83958333,0,1,23.575,0,2.13287088,75.30864198,1,0,0,0,635312.5,3.0,7.0,8.0,-5.0560981,9.52620427,2.0,0.0,0,0,0.0,26198.45360825
1998-10-01,24.625,1.35855795,2.44742567,3.58685446,2.99980393,-0.13549107,-0.60380203,8.0,8.0,1,1,0.99534989,0.94640138,-4.60048426,0,1.0,4.56852792,0.39121313,0.4123314,0.86422345,-5.41788508,0.28333333,-0.04600484,0.83120548,0.06443299,0.01041667,-0.02040816,0.00771208,-0.0025641,0.05958947,24.55357143,23.85416667,0,1,23.634375,0,0.93873026,61.61616162,0,0,0,0,-121956.25,3.0,7.0,8.0,0.17173701,5.27535397,0.0,1.0,0,0,0.0,-4724.69733656
1998-10-02,24.5625,1.3155308,2.19920029,2.7834859,2.7182436,-0.01517857,-0.22397579,9.0,9.0,1,1,0.9955289,0.95154489,-4.84261501,0,2.0,0.76335878,0.44215387,0.42983567,0.36971651,-5.19313165,0.3125,-0.00253807,0.85380823,-0.04600484,0.06443299,0.01041667,-0.02040816,0.00771208,0.01614873,24.58035714,23.85833333,0,1,23.69375,0,0.87359122,64.89361702,0,0,0,0,-3825.0,2.0,6.0,8.0,0.61668114,4.78555022,0.0,2.0,0,0,0.0,-155.32994924
1998-10-05,24.0,1.34498385,2.39955357,0.11173184,0.36985245,0.06165179,-0.95985902,10.0,10.0,1,1,1.02031064,0.97231957,-7.02179177,0,3.0,3.38541667,0.49260046,0.4483177,-1.99615777,-5.1279969,0.33888889,-0.02290076,0.84776093,-0.00253807,-0.04600484,0.06443299,0.01041667,-0.02040816,0.00589858,24.53571429,23.85833333,0,1,23.734375,0,0.30944402,58.41584158,0,0,0,0,-44437.5,2.0,5.0,7.0,3.16517718,2.78434205,0.0,3.0,0,0,0.0,-1809.16030534
1998-10-06,23.75,1.32256885,2.55639098,-1.20705664,-0.66528121,0.13111607,-11.80315692,10.0,10.0,0,0,1.03226128,0.98113346,-7.99031477,0,4.0,2.89473684,0.53788479,0.46820327,-3.14219549,-5.00539869,0.07361111,-0.01041667,0.84596444,-0.02290076,-0.00253807,-0.04600484,0.06443299,0.01041667,0.00340598,24.42857143,23.83125,0,1,23.746875,0,0.05788452,57.2815534,0,0,0,0,-27050.0,1.0,4.0,7.0,4.19327863,1.9403246,0.0,4.0,0,0,0.0,-1127.08333333
1998-10-07,23.625,1.32146574,2.66439909,-2.0,-1.18292922,0.19933036,0.65692308,10.0,10.0,0,0,1.03861489,0.98532691,-8.47457627,0,5.0,2.38095238,0.56230761,0.48761251,-3.56612197,-5.0899688,0.00972222,-0.00526316,0.8420182,-0.01041667,-0.02290076,-0.00253807,-0.04600484,0.06443299,-0.01742735,24.375,23.78125,0,1,23.759375,0,-0.06672546,57.2815534,0,0,0,0,-5712.5,0.0,3.0,7.0,4.61684916,1.61025706,0.0,5.0,0,0,0.0,-240.52631579
1998-10-08,23.0625,0.91162671,3.00038715,-4.42183164,-3.51679958,0.22633929,1.21091582,10.0,10.0,0,0,1.06645374,1.00644599,-10.65375303,0,6.0,3.25203252,0.57057572,0.50973644,-6.05734339,-4.89278226,0.00694444,-0.02380952,0.8490029,-0.00526316,-0.01041667,-0.02290076,-0.00253807,-0.04600484,-0.0871235,24.20535714,23.70833333,0,1,23.75,0,-0.62848752,52.25225225,0,0,0,0,-12431.25,0.0,3.0,6.0,7.03968491,-0.16038535,0.0,5.740130909766622,0,0,0.0,-526.19047619
1998-10-09,23.625,0.87141731,3.02343159,-2.3255814,-1.15579729,0.28625,-0.47406831,10.0,10.0,0,0,1.04192744,0.98145881,-8.47457627,0,7.0,2.91005291,0.54915913,0.5313147,-3.81679389,-4.84261501,-0.0625,0.02439024,0.83932808,-0.02380952,-0.00526316,-0.01041667,-0.02290076,-0.00253807,-0.06492818,23.89285714,23.675,0,1,23.771875,0,-0.06573653,55.46218487,0,0,0,0,9618.75,1.0,3.0,6.0,4.01688085,1.96602514,1.0,0.0,0,0,0.0,417.07317073
1998-10-12,24.375,0.87826729,2.8021978,0.7008484,1.97411426,0.30223214,-1.30136481,10.0,11.0,1,1,1.008663,0.95261905,-5.56900726,0,8.0,3.58974359,0.52001151,0.55543919,-0.99007641,-4.62471911,0.02916667,0.03174603,0.81777136,0.02439024,-0.02380952,-0.00526316,-0.01041667,-0.02290076,-0.03799987,23.85714286,23.67083333,0,1,23.85,0,0.68228367,51.81818182,0,0,0,0,63000.0,2.0,4.0,6.0,1.25143324,5.02075611,2.0,0.0,0,0,0.0,2666.66666667
1998-10-13,25.0,1.15506305,2.83928571,3.09278351,4.56012861,0.3403125,3.41291373,10.0,12.0,1,1,0.98478036,0.92799464,-3.14769976,0,9.0,2.5,0.48644523,0.57937323,1.39270718,-4.47804094,-0.01805556,0.02564103,0.82664186,0.03174603,0.02439024,-0.02380952,-0.00526316,-0.01041667,0.01664693,23.91964286,23.72083333,0,1,23.953125,0,1.30222403,54.31034483,0,0,0,0,58375.0,3.0,4.0,6.0,-0.60713769,7.24175308,3.0,0.0,0,0,0.0,2394.87179487
1998-10-14,25.0,1.14523756,2.875,2.88443873,4.53416961,0.38348214,-0.06736481,10.0,13.0,1,1,0.985375,0.927875,-3.14769976,0,10.0,1.5,0.44383525,0.59556181,1.17783883,-4.27518381,-0.34861111,0.0,0.81237347,0.02564103,0.03174603,0.02439024,-0.02380952,-0.00526316,0.05270462,24.0625,23.77083333,0,1,24.0625,0,1.29445222,54.7826087,0,0,0,0,0.0,3.0,3.0,6.0,-0.31991945,6.78145791,0.0,0.0,0,0,0.0,0.0
1998-10-15,24.5,1.00374123,3.00655977,0.82674995,2.43947056,0.38254464,-0.7133758,10.0,14.0,1,1,1.00625182,0.94612063,-5.08474576,0,11.0,1.02040816,0.38739179,0.5986839,-0.8837595,-4.23844392,-0.10277778,-0.02,0.74958185,0.0,0.02564103,0.03174603,0.02439024,-0.02380952,0.05796778,24.16964286,23.80625,0,1,24.153125,0,0.79425437,50.0,0,0,0,0,-2300.0,3.0,3.0,5.0,1.86506652,4.72834008,0.0,1.0,0,1,-2.97029703,-92.0
1998-10-16,24.0625,1.01358874,3.09833024,-0.99191771,0.63254744,0.39232143,-2.19977957,9.0,15.0,0,1,1.02469759,0.96273098,-6.77966102,0,12.0,2.5974026,0.29570466,0.58614562,-2.61683888,-4.27468373,-0.09166667,-0.01785714,0.67390872,-0.02,0.0,0.02564103,0.03174603,0.02439024,0.0617773,24.23214286,23.82916667,0,1,24.21875,0,0.35601168,50.42016807,0,0,0,0,-12687.5,2.0,3.0,5.0,3.77273394,3.12037296,0.0,2.0,0,0,0.0,-517.85714286
1998-10-19,23.75,1.04080443,3.12030075,-2.133922,-0.65099741,0.36223214,1.15130951,8.0,15.0,0,0,1.03775564,0.97534962,-7.99031477,0,13.0,1.05263158,0.12330169,0.54988491,-3.80885965,-4.34702728,0.02222222,-0.01298701,0.59943607,-0.01785714,-0.02,0.0,0.02564103,0.03174603,0.01952991,24.33035714,23.84791667,0,1,24.265625,0,0.04330472,46.66666667,0,0,0,0,-10437.5,1.0,3.0,4.0,4.37409036,1.39514041,0.0,3.0,0,0,0.0,-433.76623377
1998-10-20,23.5,1.05188435,2.81155015,-2.50046305,-1.67364017,0.20267857,0.17176872,7.0,15.0,0,0,1.04513678,0.98890578,-8.95883777,0,14.0,2.12765957,0.13935701,0.49875697,-2.9846455,-6.15798634,0.07222222,-0.01052632,0.62298194,-0.01298701,-0.01785714,-0.02,0.0,0.02564103,-0.02520313,24.3125,23.84791667,0,1,24.234375,0,-0.20424565,31.31313131,0,0,0,0,-33800.0,0.0,3.0,3.0,4.77946108,0.13052255,0.0,4.0,0,1,-2.08333333,-1423.15789474
