Date,Close,Level_Distance,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_lag_4,percent_change_Close_lag_5,percent_change_Close_lag_1-5,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
1990-10-16,4.0,0.32509188,3.62103198,-1.61054145,-25.05172225,-1.27153772,-0.20152064,0.0,0.0,0,0,1.37046379,1.29804315,-40.24896029,0,200.0,1.38890147,0.16813106,0.21369161,-0.93244048,-39.68657349,-0.08117282,0.0,0.272944,0.0105264,0.04014576,0.01858755,-0.01465215,-0.03191489,0.02269267,3.88690485,4.34027772,0,1,4.18194442,0,-1.22445497,41.41413949,0,0,0,0,0.0,3.0,4.0,6.0,7.42639038,-0.29498257,0.0,0.0,0,0,0.0,0.0
1990-10-17,4.02777815,0.28033485,3.44827677,-0.80624646,-24.34518778,-1.26337298,-0.49939416,0.0,0.0,0,0,1.35627575,1.28731022,-39.83401698,0,201.0,3.10345391,0.16799815,0.21732923,0.10866955,-39.8993281,-0.07129634,0.00694454,0.24961786,0.0,0.0105264,0.04014576,0.01858755,-0.01465215,0.05460756,3.90277788,4.3171296,0,1,4.14999998,0,-1.19172381,47.25277648,0,0,0,0,39100.52204132,4.0,5.0,7.0,6.18710436,0.49724425,1.0,0.0,0,0,0.0,9775.13051033
1990-10-18,4.08333302,0.12878819,3.30417981,0.75886514,-23.1161556,-1.25846227,-1.94123221,1.0,0.0,1,0,1.33370517,1.26762157,-39.00415171,0,202.0,1.70067392,0.16503228,0.2170861,1.72167262,-40.03652642,-0.08055548,0.01379293,0.22654213,0.00694454,0.0,0.0105264,0.04014576,0.01858755,0.07620424,3.94444445,4.29814809,0,1,4.12430553,0,-1.13239698,45.45454013,0,0,0,0,61949.23195839,4.0,5.0,7.0,4.21224701,1.59622469,2.0,0.0,0,0,0.0,15380.49755276
1990-10-19,4.19444418,0.10134708,3.07474048,3.85653916,-20.84398645,-1.26026784,4.08198221,2.0,0.0,1,0,1.2940753,1.23258049,-37.34439982,0,203.0,1.65562293,0.15725104,0.21364713,4.73577755,-40.17746213,-0.01790121,0.0272109,0.2081431,0.01379293,0.00694454,0.0,0.0105264,0.04014576,0.07140963,4.00992063,4.28101846,0,1,4.1083333,0,-1.01562795,41.46339778,0,0,0,0,204100.09732246,4.0,6.0,7.0,1.8883249,4.37758947,3.0,0.0,1,0,3.78005401,49983.70119474
1990-10-22,4.25,0.1402635,3.12791872,5.49125762,-19.62069377,-1.25866069,0.42388224,3.0,0.0,1,0,1.2753805,1.21282212,-36.51452031,0,204.0,2.61438033,0.14409181,0.20838863,6.51565761,-40.39798362,0.00771599,0.0132451,0.20148456,0.0272109,0.01379293,0.00694454,0.0,0.0105264,0.05847476,4.07341262,4.2657407,0,1,4.1020833,0,-0.95684068,44.18604512,0,0,0,0,61250.29206276,4.0,7.0,8.0,0.72251356,5.31066664,4.0,0.0,0,0,0.0,14602.71955975
1990-10-23,4.23611116,0.14338459,2.97424036,5.27613514,-19.71254362,-1.25237102,-0.03917545,4.0,0.0,1,0,1.27526698,1.21578217,-36.72198841,0,205.0,0.98361405,0.13231981,0.20098392,6.34690215,-40.49849096,0.04290117,-0.00326796,0.19672837,0.0132451,0.0272109,0.01379293,0.00694454,0.0,0.06119346,4.11309522,4.25046293,0,1,4.09722221,0,-0.96783474,46.91356952,0,0,0,0,-14199.9458313,4.0,7.0,8.0,1.24072568,4.81223797,0.0,1.0,0,0,0.0,-3341.16372501
1990-10-24,4.16666698,0.08326262,3.04762027,3.83189777,-20.86206982,-1.25217257,-0.27373017,5.0,0.0,1,0,1.29409277,1.23314037,-37.75932889,0,206.0,1.66664874,0.1136964,0.19090215,4.6641977,-40.5329879,0.06512349,-0.01639338,0.19475089,-0.00326796,0.0132451,0.0272109,0.01379293,0.00694454,0.0579255,4.13690478,4.2324074,0,1,4.09375,0,-1.03368527,43.52943529,0,0,0,0,-83499.68147278,3.0,7.0,7.0,2.28839528,2.55775819,0.0,2.0,0,0,0.0,-19711.39996999
1990-10-25,4.09722185,0.06679914,2.73607976,1.95012577,-22.01956827,-1.23531743,-0.49108095,6.0,0.0,1,0,1.3097338,1.2550122,-38.79668362,0,207.0,4.06780474,0.09587715,0.18359592,3.48774641,-40.85935919,0.05925916,-0.01666683,0.19475089,-0.01639338,-0.00326796,0.0132451,0.0272109,0.01379293,0.03458759,4.15079362,4.21388885,0,1,4.09375,0,-1.09953122,54.41174466,0,0,0,0,-77188.26556206,2.0,6.0,7.0,3.79551246,0.97633227,0.0,3.0,0,0,0.0,-18525.18232153
1990-10-26,3.95833302,0.05930825,2.7568957,-1.57869525,-24.50331729,-1.22123017,-1.80953509,6.0,0.0,0,0,1.35213047,1.29699255,-40.8713717,0,208.0,3.15790101,0.07783282,0.17466153,-0.04507668,-40.84470646,0.03179018,-0.0338983,0.19548069,-0.01666683,-0.01639338,-0.00326796,0.0132451,0.0272109,0.00412782,4.14087289,4.19675922,0,1,4.08194444,0,-1.23362711,52.11264166,0,0,0,0,-190374.9273777,1.0,5.0,7.0,7.00481911,-1.98456993,0.0,4.0,0,0,0.0,-46464.39326077
1990-10-29,3.80555606,0.06155621,2.94577865,-5.40072727,-27.26113348,-1.2089881,2.42100686,6.0,0.0,0,0,1.40423863,1.34532305,-43.1535172,0,209.0,4.37954476,0.05758221,0.16159013,-4.29067936,-40.60507126,0.02253085,-0.03859629,0.19073309,-0.0338983,-0.01666683,-0.01639338,-0.00326796,0.0132451,-0.05698137,4.10119046,4.16990739,0,1,4.0527778,0,-1.38274151,50.68494053,0,0,0,0,-143411.72912121,0.0,4.0,7.0,10.76779172,-4.95645247,0.0,5.0,0,0,0.0,-36230.3344771
