Date,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_Divergence,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,B%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
1990-01-02,,,,,,,,False,False,,,0.0,True,0.0,1.77304965,,,,,,,,,,,,0,0,,0,0.05208333,,,,,,,,,,0.0,0.0,False,False,0.0,
1990-01-03,,,,,,,,False,False,,,-0.17730496,False,1.0,1.24333925,,,,,-0.00177305,,,,,,,0,0,,0,0.01437031,,,-101225.0,,,,,,,0.0,1.0,False,False,0.0,-11486.5248227
1990-01-04,,,,,,,,False,False,,,-2.12765957,False,2.0,2.35507246,,,,,-0.01953819,,-0.00177305,,,,,0,0,,0,-0.11285022,,,-1080475.0,,,,,,,0.0,2.0,False,False,0.0,-122824.86678508
1990-01-05,,,,,,,,False,False,,,-3.90070922,False,3.0,2.0295203,,,,,-0.01811594,,-0.01953819,-0.00177305,,,,0,0,,0,-0.22929318,,,-669250.0,,,,,,,0.0,3.0,False,False,0.0,-77594.20289855
1990-01-08,,,,,,,,False,False,,,-2.12765957,False,4.0,2.35507246,,,,,0.01845018,,-0.01811594,-0.01953819,-0.00177305,,,0,0,,0,-0.05955953,,,451125.0,1.0,,,,,,1.0,0.0,False,False,0.0,53269.37269373
1990-01-09,,,,,,,,False,False,,,-2.12765957,False,5.0,1.26811594,,,,,0.0,,0.01845018,-0.01811594,-0.01953819,,,0,0,,0,-0.04818187,,,0.0,1.0,,,,,,0.0,0.0,False,False,0.0,0.0
1990-01-10,,,,,,,,False,False,,,-1.59574468,False,6.0,1.44144144,,,,,0.00543478,,0.0,0.01845018,-0.01811594,8.66071429,,0,0,,0,0.00276759,,,208875.0,2.0,,,,,,1.0,0.0,False,False,0.0,24217.39130435
1990-01-11,,,,,,,,False,False,,,-0.17730496,False,7.0,1.77619893,,,,,0.01441441,,0.00543478,0.0,0.01845018,8.65848214,,0,0,,0,0.11740266,,,477700.0,3.0,,,,,,2.0,0.0,False,False,0.0,55086.12612613
1990-01-12,,,,,,,,False,False,,,-3.90070922,False,8.0,3.32103321,,,,,-0.03730018,,0.01441441,0.00543478,0.0,8.61160714,,0,0,,0,-0.18671784,,,-2140950.0,3.0,,,,,,0.0,1.0,False,True,-4.24028269,-243376.19893428
1990-01-15,,,,,,,,False,False,,,-3.54609929,False,9.0,1.65441176,,,,,0.00369004,,-0.03730018,0.01441441,0.00543478,8.59375,,0,0,,0,-0.14320446,,,110875.0,3.0,4.0,,,,,1.0,0.0,False,False,0.0,13092.25092251
1990-01-16,,,,,,,,False,False,,,-2.30496454,False,10.0,2.17785844,,,,,0.01286765,,0.00369004,-0.03730018,0.01441441,8.61383929,,0,0,,0,-0.02473834,,,564200.0,4.0,5.0,,,,,2.0,0.0,False,False,0.0,66376.47058824
1990-01-17,,,,,,,,False,False,,,-2.83687943,False,11.0,1.64233577,,,,,-0.00544465,,0.01286765,0.00369004,-0.03730018,8.60491071,,0,0,,0,-0.06799423,,,-221025.0,3.0,5.0,,,,,0.0,1.0,False,False,0.0,-25672.59528131
1990-01-18,,,,,,,,False,False,,,-1.41843972,False,12.0,2.3381295,,,,,0.01459854,,-0.00544465,0.01286765,0.00369004,8.61383929,,0,0,,0,0.05630195,,,554100.0,3.0,6.0,,,,,1.0,0.0,False,False,0.0,64712.40875912
1990-01-19,,-0.10341262,,,,0.0,,False,False,,,-2.12765957,False,13.0,1.44927536,,,-0.10709267,-2.02273311,-0.00719424,,0.01459854,-0.00544465,0.01286765,8.60714286,,0,0,,0,-0.00924665,,-34.55681818,-375000.0,3.0,6.0,6.0,1.80751293,1.87141684,,0.0,1.0,False,False,0.0,-43165.4676259
1990-01-22,2.21309303,-2.13980029,,,19.69186876,0.0,,False,False,,,-4.43262411,False,14.0,3.33951763,,,-2.21141889,-2.2714362,-0.02355072,,-0.00719424,0.01459854,-0.00544465,8.55357143,,0,0,,0,-0.20183587,37.62376238,-29.20188738,-997587.5,2.0,5.0,6.0,4.22830732,0.05312553,,0.0,2.0,False,False,0.0,-115662.31884058
1990-01-23,2.40345666,-3.53002475,,,0.64969823,0.0,,False,False,,,-6.20567376,False,15.0,3.4026465,,,-3.53799126,-2.76552659,-0.01855288,,-0.02355072,-0.00719424,0.01459854,8.52455357,,0,0,,0,-0.33544044,34.54545455,-26.27982955,-968625.0,1.0,5.0,6.0,5.69754668,-1.37880305,,0.0,3.0,False,False,0.0,-115012.98701299
1990-01-24,2.35849057,-3.06988896,,,-0.13034917,0.0,,False,False,,,-6.02836879,False,16.0,2.26415094,,,-2.94399656,-3.1779304,0.00189036,,-0.01855288,-0.02355072,-0.00719424,8.49330357,,0,0,,0,-0.29494233,39.0,-30.71875,93425.0,2.0,5.0,7.0,4.91278134,-0.99405855,,1.0,0.0,False,False,0.0,11302.83553875
1990-01-25,2.88844622,-7.463373231338725,,,1.51099314,0.0,,False,False,,,-10.9929078,False,17.0,5.209079135824194,,,-6.871705872764354,-4.10587705,-0.0415963679010349,,0.00189036,-0.01855288,-0.02355072,8.38392857,,0,0,,0,-0.66332725,33.05084746,-25.20709746,-5709550.0,1.0,4.0,7.0,10.18633283,-5.22157647,,0.0,1.0,False,False,0.0,-689455.09433962
1990-01-26,2.87128713,-6.58033827,,,-0.14634964,0.0,,False,False,,,-10.46099291,False,18.0,2.57425743,,,-5.72575218,-5.02283586,0.0059761,,-0.041599000763865204,0.00189036,-0.01855288,8.28794643,,0,0,,0,-0.55132354,28.82882883,-20.93820383,569587.5,2.0,5.0,7.0,8.80942868,-3.73707529,,1.0,0.0,False,False,0.0,72616.73306773
1990-01-29,2.96549758,-6.69149927,,,0.0168929,0.0,,False,False,,,-11.17021277,False,19.0,2.39520958,,,-5.9743471,-5.5260086,-0.00792079,0.30466747,0.0059761,-0.041601465106492395,0.00189036,8.16517857,,0,1,8.4703125,0,-0.59022519,27.82608696,-19.99796196,-285150.0,2.0,4.0,7.0,8.91698133,-3.75806839,-0.02695772,0.0,1.0,False,False,0.0,-36137.82178218
1990-01-30,2.97381901,-5.84137192,,,-0.12704587,0.0,,False,False,,,-10.9929078,False,20.0,1.79282869,,,-5.21396089,-6.09683343,0.00199601,0.32380854,-0.00792079,0.0059761,-0.04160420660543385,8.05357143,,0,1,8.421875,0,-0.54582412,26.54867257,-18.70492257,93425.0,3.0,4.0,7.0,7.87447278,-3.04762632,0.05365214,1.0,0.0,False,False,0.0,11934.53093812
1990-01-31,2.97154018,-3.30500472,,,-0.43420745,0.0,,False,False,,,-9.21985816,False,21.0,2.5390625,,,-2.83674212,-6.56947511,0.01992032,0.32426358,0.00199601,-0.00792079,0.0059761,7.99330357,,0,1,8.38203125,0,-0.36999132,27.82608696,-19.82608696,973125.0,3.0,5.0,7.0,5.15544123,-0.91866238,0.20546241,2.0,0.0,False,False,0.0,124063.74501992
1990-02-01,2.68029842,-2.03031944,,,-0.38568335,0.0,,False,False,,,-8.33333333,False,22.0,1.35396518,,,-1.52318236,-6.91548644,0.00976562,0.32575112,0.01992032,0.00199601,-0.00792079,7.96651786,,0,1,8.3546875,0,-0.28008273,37.37373737,-29.29561237,401187.5,4.0,5.0,8.0,3.98946991,0.34024293,0.28775016,3.0,0.0,False,False,0.0,50148.4375
1990-02-02,2.68714012,-0.96401901,,,-0.5251885,0.0,,False,False,,,-7.62411348,False,23.0,2.11132438,,,-0.57845166,-7.08665469,0.00773694,0.32795951,0.00976562,0.01992032,0.00199601,7.94642857,,0,1,8.33828125,0,-0.21091964,38.61386139,-30.47323639,235500.0,4.0,6.0,8.0,3.01543974,1.14815099,0.34932877,4.0,0.0,False,False,0.0,29152.80464217
1990-02-05,2.57142857,0.14988418,,,-1.15547845,1.0,,True,False,,,-6.91489362,False,24.0,0.76190476,,,0.44308925,-7.32552426,0.00767754,0.32206178,0.00773694,0.00976562,0.01992032,7.99776786,,0,1,8.3171875,0,-0.14399477,36.73469388,-28.53156888,246750.0,5.0,7.0,8.0,2.23546065,1.94036353,0.41145914,5.0,0.0,False,False,0.0,30310.94049904
1990-02-06,2.56375103,-0.24617068,,,-2.64240601,1.0,,False,False,,,-7.62411348,False,25.0,1.34357006,,,-0.02847435,-7.59780255,-0.00761905,0.31584863,0.00767754,0.00773694,0.00976562,8.03348214,,0,1,8.29296875,0,-0.2007086,36.36363636,-28.22301136,-262150.0,4.0,7.0,8.0,2.8375249,1.19318528,0.37941712,0.0,1.0,False,False,0.0,-31957.33333333
1990-02-07,2.58877745,1.30440752,,,-6.29879323,2.0,,True,False,,,-6.56028369,False,26.0,3.22580645,0.18353119,,1.41247042,-7.86170978,0.01151631,0.30311885,-0.00761905,0.00767754,0.00773694,8.09151786,,0,1,8.27109375,0,-0.10248177,35.05154639,-26.81717139,410025.0,4.0,7.0,8.0,1.74373801,2.32866018,0.46971588,1.0,0.0,False,False,0.0,50367.75431862
