Date,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_Divergence,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,B%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
1990-01-02,,,,,,,,False,False,,,0.0,True,0.0,2.92682846,,,,,,,,,,,,0,0,,0,0.06352647,,,,,,,,,,0.0,0.0,False,False,0.0,
1990-01-03,,,,,,,,False,False,,,-1.95122223,False,1.0,2.48756323,,,,,-0.01951222,,,,,,,0,0,,0,-0.10302833,,,-338700.40332604,,,,,,,0.0,1.0,False,False,0.0,-34677.39459082
1990-01-04,,,,,,,,False,False,,,-3.90244445,False,2.0,3.04568461,,,,,-0.01990053,,-0.01951222,,,,,0,0,,0,-0.22970454,,,-258300.28462791,,,,,,,0.0,2.0,False,False,0.0,-26972.0183746
1990-01-05,,,,,,,,False,False,,,-4.87805069,False,3.0,2.56410362,,,,,-0.01015225,,-0.01990053,-0.01951222,,,,0,0,,0,-0.27000246,,,-100624.66493225,,,,,,,0.0,3.0,False,False,0.0,-10720.69283937
1990-01-08,,,,,,,,False,False,,,-2.92683822,False,4.0,2.51256403,,,,,0.02051275,,-0.01015225,-0.01990053,-0.01951222,,,0,0,,0,-0.05920089,,,165049.33241272,1.0,,,,,,1.0,0.0,False,False,0.0,17764.94130429
1990-01-09,,,,,,,,False,False,,,-4.87805069,False,5.0,2.56410362,,,,,-0.02010043,,0.02051275,-0.01015225,-0.01990053,,,0,0,,0,-0.19286122,,,-416898.57764053,1.0,,,,,,0.0,1.0,False,False,0.0,-43970.5587706
1990-01-10,,,,,,,,False,False,,,-6.3414698,False,6.0,2.08333637,,,,,-0.01538466,,-0.02010043,0.02051275,-0.01015225,9.42005471,,0,0,,0,-0.29709983,,,-187388.09348297,1.0,,,,,,0.0,2.0,False,False,0.0,-20169.35441776
1990-01-11,,,,,,,,False,False,,,-5.36586357,False,7.0,1.54639665,,,,,0.01041663,,-0.01538466,-0.02010043,0.02051275,9.34518419,,0,0,,0,-0.1821177,,,116274.58696747,2.0,,,,,,1.0,0.0,False,False,0.0,12710.66327946
1990-01-12,,,,,,,,False,False,,,-8.29268226,False,8.0,3.19147781,,,,,-0.03092773,,0.01041663,-0.01538466,-0.02010043,9.25670106,,0,0,,0,-0.42610595,,,-416923.44812965,2.0,,,,,,0.0,1.0,False,False,0.0,-45106.51186804
1990-01-15,,,,,,,,False,False,,,-6.82927291,False,9.0,1.57067503,,,,,0.01595739,,-0.03092773,0.01041663,-0.01538466,9.21586268,,0,0,,0,-0.26602732,,,101399.69988728,2.0,3.0,,,,,1.0,0.0,False,False,0.0,11320.44306267
1990-01-16,,,,,,,,False,False,,,-6.82927291,False,10.0,2.09423338,,,,,0.0,,0.01595739,-0.03092773,0.01041663,9.18863705,,0,0,,0,-0.23975907,,,0.0,2.0,3.0,,,,,0.0,0.0,False,False,0.0,0.0
1990-01-17,,,,,,,,False,False,,,-7.80488891,False,11.0,2.11639472,,,,,-0.01047127,,0.0,0.01595739,-0.03092773,9.12057304,,0,0,,0,-0.3143537,,,-103800.6456461,2.0,3.0,,,,,0.0,1.0,False,False,0.0,-11406.47142059
1990-01-18,,,,,,,,False,False,,,-7.80488891,False,12.0,2.11639472,,,,,0.0,,-0.01047127,0.0,0.01595739,9.07973453,,0,0,,0,-0.27863909,,,0.0,1.0,3.0,,,,,0.0,0.0,False,False,0.0,0.0
1990-01-19,,-1.10375399,,,,0.0,,False,False,,,-6.3414698,False,13.0,3.64582041,,,-1.3114222,-5.09688934,0.01587307,,0.0,-0.01047127,0.0,9.07973453,,0,0,,0,-0.12156043,,-23.28460027,210638.15378952,2.0,4.0,4.0,2.57202358,1.87508807,,1.0,0.0,False,False,0.0,23391.59812901
1990-01-22,2.65957016,-2.55460328,,,1.314468,0.0,,False,False,,,-8.29268226,False,14.0,3.72339078,,,-2.79262483,-5.65806599,-0.02083326,,0.01587307,0.0,-0.01047127,9.03889629,,0,0,,0,-0.29966699,29.26827006,-20.31104998,-206149.29266739,1.0,3.0,4.0,4.4500457,0.09168254,,0.0,1.0,False,False,0.0,-22535.39928829
1990-01-23,2.74130914,-3.53817365,,,0.38501883,0.0,,False,False,,,-9.75610137,False,15.0,3.2432533,,,-3.37151315,-6.60735611,-0.0159575,,-0.02083326,0.01587307,0.0,9.01847703,,0,0,,0,-0.39191951,29.99997498,-21.1856897,-445276.34677696,1.0,3.0,4.0,5.62385081,-1.13321237,,0.0,2.0,False,False,0.0,-49711.44427887
1990-01-24,2.80337638,-2.61780147,,,-0.26012634,0.0,,False,False,,,-9.26829826,False,16.0,4.30108152,,,-2.321016,-7.1123613,0.00540539,,-0.0159575,-0.02083326,0.01587307,8.98444503,,0,0,,0,-0.31663129,35.1351132,-26.27318331,80724.70028973,2.0,4.0,5.0,4.66513214,-0.32270586,,1.0,0.0,False,False,0.0,9158.39432702
1990-01-25,2.77355304,-1.31232979,,,-0.4986901,0.0,,False,False,,,-8.29268226,False,17.0,2.65957549,,,-1.04712119,-7.32223373,0.01075276,,0.00540539,-0.0159575,-0.02083326,8.96402591,,0,0,,0,-0.20964448,40.54053908,-31.583319,123525.80902863,3.0,4.0,6.0,3.26882284,0.78191127,,2.0,0.0,False,False,0.0,13938.92871115
1990-01-26,2.89574874,-2.37466927,,,0.80950649,0.0,,False,False,,,-9.75610137,False,18.0,3.78377027,,,-2.29109188,-7.64005006,-0.0159575,,0.01075276,0.00540539,-0.0159575,8.93680041,,0,0,,0,-0.33346291,30.55556482,-21.74127954,-226200.751791,2.0,4.0,5.0,4.55806607,-0.56638135,,0.0,1.0,False,False,0.0,-25253.45473635
1990-01-29,2.78195094,0.45317437,,,-1.19083684,1.0,,True,False,,,-7.31707603,False,19.0,1.57894171,,,0.69926827,-7.9606778,0.02702704,0.25680777,-0.0159575,0.01075276,0.00540539,8.94360692,,0,1,9.14779873,0,-0.08478113,43.24324178,-34.19073247,524375.16046524,3.0,4.0,6.0,1.94305591,2.18649854,0.40723662,1.0,0.0,False,False,0.0,59491.51223356
1990-01-30,2.76141005,2.49056095,,,4.49581157,2.0,,True,False,,,-5.36586357,False,20.0,2.57732086,,,2.73428545,-7.88456257,0.02105256,0.21334007,0.02702704,-0.0159575,0.01075276,8.95721967,,0,1,9.12159405,0,0.10217754,52.63157063,-43.38848286,380448.73182678,4.0,5.0,7.0,0.19674578,4.08556911,0.64237096,2.0,0.0,False,False,0.0,42026.88104351
