Date,Close,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_3,percent_change_Close_lag_5,percent_change_Close_lag_10,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,positive_streak,negative_streak,positive_streak_max,negative_streak_max,is_gap_up,is_gap_down,move_from_gap%,VPT
1996-07-31,6.09375,0.91575092,-0.69116042,3.90579208,0.27147321,-0.44097319,8.0,2.0,0,1,0.97156777,0.95325275,-3.46534653,0,8.0,1.53846154,0.01842664,0.04694938,-0.63287577,-2.85051095,0.00486111,0.00515464,0.06846532,0.0,0.0,-0.01522843,0.00512821,6.08928571,6.08645833,0,1,6.13125,0,0.3022464,47.36842105,0,0,0,0,375.0,2.0,4.0,5.0,1.27198168,0.97653903,1.0,0.0,3.0,4.0,0,0,0.0,61.8556701
1996-08-01,6.15625,0.97897027,0.29090909,4.94073778,0.27198661,-1.42089952,8.0,3.0,1,1,0.96270848,0.94312908,-2.47524752,0,9.0,1.01522843,0.01530067,0.03936248,0.38497407,-2.84925271,-0.01666667,0.01025641,0.06846532,0.00515464,-0.00512821,0.00515464,0.01530612,6.08928571,6.09375,0,1,6.13125,0,0.36386872,52.38095238,0,0,0,0,475.0,2.0,4.0,6.0,0.44374403,2.01623254,2.0,0.0,3.0,4.0,0,0,0.0,77.94871795
1996-08-02,6.15625,1.01522843,0.25445293,4.91000107,0.2725,-0.12531807,8.0,4.0,1,1,0.96335025,0.94304569,-2.47524752,0,10.0,1.01522843,0.01334822,0.03213747,0.38641542,-2.8506476,-0.03888889,0.0,0.06867146,0.01025641,0.0,0.0,0.01507538,6.10267857,6.10104167,0,1,6.1328125,0,0.36336263,52.38095238,0,0,0,0,0.0,2.0,3.0,6.0,0.46005356,1.88278127,0.0,0.0,3.0,4.0,0,0,0.0,0.0
1996-08-05,6.1875,1.08225108,0.65359477,5.4088586,0.27732143,1.56862745,8.0,5.0,1,1,0.95950938,0.93786436,-1.98019802,0,11.0,1.51515152,0.01046361,0.02496806,0.88922976,-2.84413687,-0.03541667,0.00507614,0.06761549,0.0,0.00515464,-0.00512821,-0.0049505,6.11607143,6.109375,0,1,6.1390625,0,0.39412594,57.14285714,0,0,0,0,125.0,3.0,4.0,7.0,0.06818637,2.26281596,1.0,0.0,3.0,4.0,0,0,0.0,20.30456853
1996-08-06,6.125,1.09329446,-0.36310821,4.30247718,0.27497768,-1.55555556,7.0,6.0,0,1,0.96968294,0.94781706,-2.97029703,0,12.0,0.0,0.01330209,0.02450507,-0.76123837,-2.22600385,-0.00972222,-0.01010101,0.06761549,0.00507614,0.01025641,0.0,-0.0199005,6.12053571,6.11354167,0,1,6.1390625,0,0.33118235,50.0,0,0,0,0,-250.0,3.0,4.0,6.0,1.03881145,1.19823722,0.0,1.0,3.0,4.0,0,0,0.0,-40.4040404
1996-08-07,6.1875,1.08225108,0.69015619,5.28274799,0.26805804,-2.90069016,7.0,7.0,1,1,0.96064574,0.93900072,-1.98019802,0,13.0,0.50505051,0.01464519,0.02424634,0.22735117,-2.20254168,0.01041667,0.01020408,0.06837142,-0.01010101,0.0,0.00515464,-0.01522843,6.13839286,6.11875,0,1,6.1421875,0,0.39228185,47.61904762,0,0,0,0,650.0,3.0,5.0,6.0,0.06365745,2.03424465,1.0,0.0,3.0,4.0,1,0,1.02040816,106.12244898
1996-08-08,6.25,1.0,1.78117048,6.26427926,0.2590625,1.58082228,7.0,8.0,1,1,0.95105,0.93105,-0.99009901,0,14.0,0.0,0.01452032,0.02213896,1.97529932,-2.90795746,0.00625,0.01010101,0.072317,0.01020408,0.00507614,0.01025641,0.00515464,6.16517857,6.12708333,0,1,6.1484375,0,0.45447894,45.0,0,0,0,0,125.0,3.0,5.0,6.0,-0.69114961,2.8834573,2.0,0.0,3.0,4.0,1,0,1.01010101,20.2020202
1996-08-09,6.3125,0.99009901,2.76162791,7.22722085,0.25582589,0.55045681,7.0,9.0,1,1,0.9425,0.92269802,0.0,1,0.0,0.4950495,0.01456498,0.01953295,2.99445922,-2.90739836,0.00972222,0.01,0.08077734,0.01010101,-0.01010101,0.0,0.0,6.19642857,6.13854167,0,1,6.1578125,0,0.51596878,52.38095238,0,0,0,0,375.0,4.0,6.0,7.0,-1.52581857,3.46793586,3.0,0.0,3.0,4.0,1,0,1.0,60.0
1996-08-12,6.25,0.92857143,1.63339383,6.06984699,0.25720982,-0.4085395,7.0,10.0,1,1,0.95206071,0.93348929,-0.99009901,0,1.0,1.0,0.01452342,0.0180185,1.7874159,-2.72874096,0.02152778,-0.00990099,0.08291252,0.01,0.01020408,0.00507614,-0.00512821,6.20982143,6.14583333,0,1,6.1640625,0,0.45189762,57.89473684,0,0,0,0,-625.0,3.0,6.0,7.0,-0.45383135,2.2999852,0.0,1.0,3.0,4.0,0,0,0.0,-99.00990099
1996-08-13,6.28125,0.88841507,1.8826937,6.52110549,0.26845982,0.15262692,8.0,11.0,1,1,0.94766525,0.92989694,-0.4950495,0,2.0,0.49751244,0.01453597,0.01620476,2.21887195,-2.65501018,0.02569444,0.005,0.08511493,-0.00990099,0.01010101,-0.01010101,0.0,6.22767857,6.15416667,0,1,6.1734375,0,0.48282084,70.58823529,1,0,0,0,62.5,4.0,7.0,8.0,-0.77122207,2.60819107,1.0,0.0,3.0,4.0,0,0,0.0,10.0
1996-08-14,6.21875,0.93323762,0.7230658,5.38858732,0.27332589,-0.61594082,9.0,12.0,1,1,0.95820172,0.93953697,-1.48514851,0,3.0,0.0,0.01510626,0.01518942,0.99941868,-2.45998168,0.02361111,-0.00995025,0.08488818,0.005,0.01,0.01020408,0.00515464,6.23214286,6.15833333,0,1,6.178125,0,0.4193768,61.11111111,0,0,0,0,-425.0,3.0,6.0,7.0,0.40884161,1.67851827,0.0,1.0,3.0,4.0,0,1,-1.48514851,-67.66169154
1996-08-15,6.21875,0.93323762,0.57761733,5.33559178,0.27928571,-0.20115523,10.0,13.0,1,1,0.95867911,0.94001436,-1.48514851,0,4.0,0.0,0.01579969,0.01420926,0.93162429,-2.39446539,0.0125,0.0,0.08488818,-0.00995025,-0.00990099,0.01010101,0.01025641,6.24553571,6.16041667,0,1,6.178125,0,0.41860253,61.11111111,0,0,0,0,0.0,2.0,5.0,7.0,0.41132018,1.56007526,0.0,0.0,3.0,4.0,0,0,0.0,0.0
