Date,Close,Level_Distance,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_lag_4,percent_change_Close_lag_5,percent_change_Close_lag_1-5,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
2010-10-20,9.69333267,0.50665534,1.03961986,5.54600964,-1.91995382,-0.69909549,-0.16801079,12.0,0.0,1,0,1.02997157,1.00917918,-19.12675126,0,131.0,0.0,0.15361723,0.29708984,4.66598828,-22.73206409,0.06592594,0.0,0.54737966,0.0,0.0,0.01465451,0.03512411,0.0,0.04977862,9.54071399,8.69672208,0,1,8.93179145,0,0.104827,100.0,1,0,1,0,0.0,2.0,3.0,4.0,-4.67128197,7.88522644,0.0,0.0,0,0,0.0,0.0
2010-10-21,9.69333267,0.50862114,1.03961986,4.44932969,-1.85921418,-0.59655028,-0.19774217,13.0,0.0,1,0,1.02934056,1.00854816,-19.12675126,0,132.0,0.0,0.15361723,0.29708984,4.66598828,-22.73206409,0.08087037,0.0,0.55418989,0.0,0.0,0.0,0.01465451,0.03512411,0.04977862,9.60702338,8.75469427,0,1,8.99929142,0,0.104827,100.0,1,0,1,0,0.0,1.0,3.0,4.0,-4.07335299,7.28729747,0.0,0.0,0,0,0.0,0.0
2010-10-22,9.91666698,0.60989074,1.32413015,5.57735499,0.45280085,-0.4791693,0.25352702,14.0,1.0,1,1,1.0087337,0.9822511,-17.26343221,0,133.0,2.26891134,0.15361723,0.29708984,4.51666549,-20.8388754,0.09581481,0.02303999,0.56767903,0.0,0.0,0.0,0.0,0.01465451,0.01465451,9.70523766,8.82011094,0,1,9.07795811,0,0.32215793,100.0,1,0,1,0,5092.02232361,1.0,4.0,5.0,-6.0188814,8.10356284,1.0,0.0,1,0,2.30399925,525.31182988
2010-10-25,9.95833302,0.81065888,0.86252269,5.27044355,0.91920642,-0.40786752,-0.05502813,14.0,2.0,1,1,0.99951689,0.98226643,-16.91580489,0,134.0,0.0,0.20388933,0.29708984,2.71928652,-19.11529185,0.11572223,0.00420162,0.57252466,0.02303999,0.0,0.0,0.0,0.0,0.02303999,9.76309477,8.88691648,0,1,9.1587081,0,0.36176846,100.0,1,0,1,0,349.99465942,2.0,5.0,5.0,-5.65429295,7.82680669,2.0,0.0,0,0,0.0,35.29357797
2010-10-26,9.95833302,0.82583317,0.86252269,4.53048733,0.95863958,-0.33704906,-0.14039733,14.0,3.0,1,1,0.99912986,0.9818794,-16.91580489,0,135.0,0.0,0.2326106,0.29708984,2.71928652,-19.11529185,0.09025913,0.0,0.56531584,0.00420162,0.02303999,0.0,0.0,0.0,0.02724161,9.80095196,8.9407498,0,1,9.23945808,0,0.36176846,100.0,1,0,1,0,0.0,2.0,4.0,5.0,-5.01233582,7.18484957,0.0,0.0,0,0,0.0,0.0
2010-10-27,9.95833302,0.82112112,0.86252269,3.80086095,0.99810356,-0.2662306,-0.1610481,14.0,4.0,1,1,0.99874283,0.98149237,-16.91580489,0,136.0,0.0,0.24740401,0.29708984,2.71928652,-19.11529185,0.10646282,0.0,0.54557493,0.0,0.00420162,0.02303999,0.0,0.0,0.02724161,9.83880915,8.99458313,0,1,9.32020807,0,0.36176846,100.0,1,0,1,0,0.0,2.0,4.0,5.0,-4.43151747,6.60403121,0.0,0.0,0,0,0.0,0.0
2010-10-28,9.95833302,0.82893935,0.86252269,3.08134961,1.02905635,-0.19624548,-0.1893022,14.0,5.0,1,1,0.99843948,0.98118903,-16.91580489,0,137.0,0.0,0.25074694,0.29708984,2.71928652,-19.11529185,0.05062955,0.0,0.51185401,0.0,0.0,0.00420162,0.02303999,0.0,0.02724161,9.87666634,9.04841646,0,1,9.40095806,0,0.36176846,100.0,1,0,1,0,0.0,2.0,3.0,5.0,-3.90601515,6.0785289,0.0,0.0,0,0,0.0,0.0
2010-10-29,9.45250034,0.84888887,1.29091544,-2.46595278,-4.03345879,-0.1582996,-1.80028335,13.0,5.0,0,0,1.054939,1.02912069,-21.13605946,0,138.0,0.0,0.24229469,0.29708984,-2.40802823,-19.1901351,0.02851857,-0.05079491,0.44724123,0.0,0.0,0.0,0.00420162,0.02303999,0.02724161,9.84226172,9.08538869,0,1,9.45641642,0,-0.14383204,64.95384038,0,0,0,0,-1213.99841309,1.0,2.0,5.0,1.59067172,1.42440038,0.0,1.0,0,1,-5.07949143,-121.90779433
2010-11-01,9.45250034,0.8688384,1.13348622,-2.62623195,-3.9641116,-0.13523472,0.06499685,12.0,5.0,0,0,1.05261226,1.02994254,-21.13605946,0,139.0,0.0,0.25303037,0.29708984,-4.01759597,-17.8350018,0.02316674,0.0,0.36273945,-0.05079491,0.0,0.0,0.0,0.00420162,-0.0465933,9.8078571,9.12236093,0,1,9.51187477,0,-0.14383204,59.04184588,0,0,0,0,0.0,0.0,2.0,4.0,1.58275403,1.43231807,0.0,0.0,0,0,0.0,0.0
2010-11-02,9.5,0.4022199,1.16353286,-2.33155606,-3.41692252,-0.10930618,-0.11220482,11.0,5.0,0,0,1.04701339,1.02374274,-20.73976113,0,140.0,0.43859984,0.24748507,0.30527056,-3.13962194,-18.17062821,0.01781491,0.00502509,0.34393675,0.0,-0.05079491,0.0,0.0,0.0,-0.05079491,9.74833325,9.16091649,0,1,9.53583312,0,-0.09589008,60.55880553,0,0,0,0,284.99794006,1.0,3.0,5.0,0.77930248,1.54862965,1.0,0.0,1,0,0.50250891,30.15053475
2010-11-03,9.5041666,0.62044167,1.01333932,-2.25342777,-3.32459993,-0.10773475,-0.03350907,10.0,5.0,0,0,1.0445227,1.02425591,-20.70499839,0,141.0,1.51688152,0.23976607,0.3079078,-3.14295121,-18.13192473,0.01351863,0.00043859,0.3221355,0.00502509,0.0,-0.05079491,0.0,0.0,-0.04576983,9.68345233,9.19961093,0,1,9.5599998,0,-0.09138774,47.44588324,0,0,0,0,14.99977112,2.0,4.0,5.0,0.6110081,1.38608994,2.0,0.0,0,0,0.0,1.57892328
2010-11-04,9.5041666,0.7728116,0.87680795,-2.11740608,-3.25509933,-0.11418411,-0.06036213,9.0,5.0,0,0,1.04241429,1.02487813,-20.70499839,0,142.0,0.0,0.2350884,0.30608661,-3.34472732,-17.96101816,0.00931494,0.0,0.29668256,0.00043859,0.00502509,0.0,-0.05079491,0.0,-0.04533124,9.61857142,9.23830538,0,1,9.58416648,0,-0.09138774,38.50053278,0,0,0,0,0.0,2.0,4.0,4.0,0.64791676,1.34918128,0.0,0.0,0,0,0.0,0.0
2010-11-05,10.09416676,0.36439639,1.2430561,3.65331398,2.7838544,-0.0823781,-2.72537239,9.0,6.0,1,1,0.98534601,0.96048489,-15.78251913,0,143.0,0.0,0.22428005,0.29970812,2.38356996,-17.74316826,-0.0445186,0.06207805,0.28631449,0.0,0.00043859,0.00502509,0.0,-0.05079491,-0.04533124,9.63797624,9.2966665,0,1,9.63783317,0,0.49702067,64.18882286,0,0,0,0,2832.00073242,3.0,4.0,5.0,-3.97239182,7.2015975,1.0,0.0,1,0,6.20780524,297.97465161
2010-11-08,10.09416676,0.57681587,1.2430561,3.34946516,2.81491281,-0.05078043,-0.08317074,9.0,7.0,1,1,0.98505211,0.96019099,-15.78251913,0,144.0,0.0,0.20348792,0.28635212,2.38356996,-17.74316826,-0.04983328,0.0,0.26432562,0.06207805,0.0,0.00043859,0.00502509,0.0,0.06754173,9.65738106,9.35502761,0,1,9.69149985,0,0.49702067,64.18882286,0,0,0,0,0.0,3.0,3.0,5.0,-3.44029709,6.66950277,0.0,0.0,0,0,0.0,0.0
2010-11-09,10.5,0.59397119,1.47108805,6.87411461,6.95877205,0.00777617,1.05230217,9.0,8.0,1,1,0.94965056,0.9202288,-12.39657809,0,145.0,0.0,0.17117066,0.27809951,6.17125477,-17.48856872,-0.04681475,0.04020473,0.29794583,0.0,0.06207805,0.0,0.00043859,0.00502509,0.06754173,9.80702387,9.4269165,0,1,9.7550415,0,0.90141511,72.18151112,1,0,0,0,973.99978638,3.0,4.0,6.0,-5.89552029,9.89185583,1.0,0.0,1,0,4.02047295,96.49135089
2010-11-10,10.39583302,0.56829981,1.55740039,5.27616252,5.88980473,0.0572256,-0.23245933,9.0,9.0,1,1,0.95995198,0.92880398,-13.26566231,0,146.0,0.0,0.11541001,0.26480319,4.87399191,-17.29661843,-0.0347777,-0.00992067,0.30372052,0.04020473,0.0,0.06207805,0.0,0.00043859,0.10272137,9.94178568,9.49533316,0,1,9.81337481,0,0.79597963,68.27049334,0,0,0,0,-250.00076294,2.0,4.0,6.0,-4.42096854,8.19281711,0.0,1.0,0,1,-0.99206652,-23.80959647
