Date,Close,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_3,percent_change_Close_lag_5,percent_change_Close_lag_10,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,positive_streak,negative_streak,positive_streak_max,negative_streak_max,is_gap_up,is_gap_down,move_from_gap%,VPT
1990-10-16,1.17013896,4.11190464,-5.14676195,1.52131829,0.08102683,-0.31566953,0.0,2.0,0,1,1.02613384,0.94389574,-24.43945438,0,21.0,1.18694921,0.06609484,0.09384969,-4.82390678,-20.60974235,-0.01813271,0.01506008,0.11144113,-0.01775121,-0.01769885,-0.0220988,-0.02325581,1.187996,1.36527777,0,1,1.29079865,0,-0.00140551,34.70590623,0,0,0,0,6249.9332428,2.0,3.0,5.0,12.71351534,-4.427735,1.0,0.0,5.0,6.0,0,0,0.0,5421.62765352
1990-10-17,1.1875,3.04928758,-3.77813645,2.97792811,0.08096727,-0.26591972,0.0,3.0,0,1,1.00157476,0.940589,-23.31838237,0,22.0,1.46198273,0.0634483,0.09628127,-3.36586237,-20.64748596,-0.01512339,0.01483674,0.09996396,0.01506008,0.01501496,-0.04237339,-0.02116421,1.17807543,1.35625,0,1,1.2743056,0,0.01595165,50.79359327,0,0,0,0,1874.99284744,3.0,4.0,6.0,9.72582414,-2.91069836,2.0,0.0,5.0,6.0,0,0,0.0,1602.36768398
1990-10-18,1.22222197,2.5365217,-0.70523944,5.91879279,0.07697916,-0.81333669,0.0,4.0,0,1,0.96948474,0.9187543,-21.07624606,0,23.0,2.27274833,0.06152567,0.09583039,-0.48038359,-20.69527919,-0.01882722,0.02923955,0.0875942,0.01483674,-0.01775121,-0.01769885,0.00540585,1.17708329,1.3457176,0,1,1.26128475,0,0.05064992,44.14412492,0,0,0,0,5624.95923042,4.0,4.0,6.0,5.90119189,-0.06639573,3.0,0.0,5.0,6.0,1,0,4.45101116,4736.80777299
1990-10-19,1.23958302,2.40095665,1.3176321,7.34579365,0.06870533,-2.86834715,1.0,5.0,1,1,0.95557844,0.90755931,-19.95517406,0,24.0,5.32210991,0.06035869,0.09400524,1.79660622,-21.36788355,-0.01651246,0.01420449,0.07104869,0.02923955,0.01506008,0.01501496,-0.01344071,1.18601186,1.33645834,0,1,1.24930555,0,0.06761661,34.04251356,0,0,0,0,38562.35289574,4.0,5.0,6.0,4.14189941,1.35261094,4.0,0.0,5.0,6.0,0,0,0.0,31551.02250218
1990-10-22,1.24305606,2.354341,2.01510188,7.56892575,0.06291171,0.52933575,2.0,6.0,1,1,0.95317991,0.90609309,-19.73090577,0,25.0,1.95526065,0.05774913,0.09035591,2.38380298,-21.59981179,-0.01342583,0.00280178,0.06531968,0.01420449,0.01483674,-0.01775121,-0.01362476,1.19841272,1.32858797,0,1,1.24305555,0,0.07100588,38.3722165,0,0,0,0,1150.27198792,5.0,6.0,7.0,3.51948151,1.50846343,5.0,0.0,5.0,6.0,0,0,0.0,927.95074923
1990-10-23,1.30555606,2.43160138,7.0136556,12.86889211,0.06328875,2.4805464,3.0,7.0,1,1,0.91029973,0.8616677,-15.69503116,0,26.0,4.25535606,0.05411808,0.084497,7.68467077,-21.71126286,-0.00756179,0.05027931,0.06242276,0.00280178,0.02923955,0.01506008,-0.0220988,1.21726201,1.32210651,0,1,1.24097226,0,0.13303534,53.12510617,0,0,0,0,73350.0,5.0,7.0,8.0,-0.5804948,6.34972662,6.0,0.0,6.0,6.0,0,0,0.0,59007.79733609
1990-10-24,1.33333302,2.4181442,9.02451028,15.14412633,0.06499753,0.28670565,4.0,8.0,1,1,0.89265822,0.84429534,-13.90136214,0,27.0,1.82295485,0.04905762,0.07680503,9.67634542,-21.49753209,0.00570996,0.02127596,0.06091928,0.05027931,0.01420449,0.01483674,-0.04237339,1.24305558,1.31585651,0,1,1.24010421,0,0.16046668,55.88227374,0,0,0,0,17799.47376251,5.0,8.0,8.0,-2.03999259,7.86931311,6.057109347250473,0.0,7.0,6.0,1,0,6.66664124,13633.63422152
1990-10-25,1.26736104,2.81799197,3.67214024,9.3600121,0.06358132,-0.59309258,5.0,9.0,1,1,0.94259094,0.8862311,-18.16143575,0,28.0,4.65754494,0.04192479,0.07040946,3.38741237,-20.842816,0.01381174,-0.04947899,0.05952983,0.02127596,0.00280178,0.02923955,-0.01769885,1.25694445,1.30752318,0,1,1.24444446,0,0.09362766,49.13785883,0,0,0,0,-145111.94643974,4.0,8.0,8.0,3.50251268,3.51537017,0.0,1.0,7.0,6.0,0,0,0.0,-108833.98577785
1990-10-26,1.27083302,2.81028639,3.87185733,9.57424849,0.06367062,0.05438711,6.0,10.0,1,1,0.94072605,0.88452032,-17.93723675,0,29.0,1.36610597,0.03340779,0.0653824,3.83692162,-20.96957231,0.01242286,0.00273953,0.05960519,-0.04947899,0.05027931,0.01420449,0.01501496,1.26884917,1.29849538,0,1,1.24461806,0,0.09703572,51.78574713,0,0,0,0,624.95470047,4.0,8.0,9.0,3.02569356,3.53166444,1.0,0.0,7.0,6.0,0,0,0.0,493.11496751
1990-10-29,1.24305606,2.91299169,1.51918127,7.10229783,0.06382936,-0.60763501,7.0,11.0,1,1,0.9628167,0.90455687,-19.73090577,0,30.0,1.67594181,0.02607968,0.06083583,1.55651165,-20.96115461,0.01921291,-0.02185728,0.05485441,0.00273953,0.02127596,0.00280178,-0.01775121,1.27182547,1.28831021,0,1,1.23958336,0,0.06916288,51.78574713,0,0,0,0,-10799.68070984,3.0,8.0,9.0,4.91406496,1.33857018,0.0,1.0,7.0,6.0,0,1,-3.50396635,-8498.11153677
