Date,Close,Level_Distance,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_lag_4,percent_change_Close_lag_5,percent_change_Close_lag_1-5,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
2016-03-07,2.58699989,0.2750338,6.10884109,15.27419271,-10.33286725,-0.64090072,0.08636012,11.0,0.0,1,0,1.17632425,1.05414743,-35.90188212,0,149.0,4.40665198,0.03434032,0.03667014,15.02325614,-44.27377556,0.02819999,0.02821934,0.19415986,0.03667078,-0.00369461,0.07360073,0.01385172,0.01727267,0.13770128,2.38185716,2.20676667,0,1,2.16795,0,-0.22257775,73.36813538,1,0,0,0,611947.79992104,4.0,8.0,10.0,-7.91376919,16.49514122,2.0,0.0,0,0,0.0,243222.49285953
2016-03-08,2.6789999,0.33925457,5.04852568,17.71758206,-7.16194487,-0.60988429,0.15996848,11.0,0.0,1,0,1.12762975,1.02665924,-33.62239717,0,150.0,3.8820402,0.04305681,0.04046789,17.7060038,-43.60729216,0.06455557,0.03556243,0.22242728,0.02821934,0.03667078,-0.00369461,0.07360073,0.01385172,0.14864796,2.45028571,2.21896667,0,1,2.19999999,0,-0.12883449,70.96773026,1,0,0,0,1240344.10285949,4.0,9.0,10.0,-9.99704866,17.54292201,3.0,0.0,1,0,8.15502232,479452.70741035
2016-03-09,2.60700011,0.25322676,4.71395703,12.61687083,-9.62194738,-0.56962143,-0.2878898,12.0,0.0,1,0,1.15360289,1.05932375,-35.40633652,0,151.0,3.41388503,0.05576015,0.0480556,12.6786343,-42.67443524,0.05777778,-0.02687562,0.23396849,0.03556243,0.02821934,0.03667078,-0.00369461,0.07360073,0.17035867,2.50300002,2.2289,0,1,2.23109999,0,-0.19943471,78.90295284,1,0,0,0,-683925.98891258,3.0,8.0,10.0,-6.11692484,14.49082993,0.0,1.0,0,0,0.0,-255291.53200184
2016-03-10,2.53900003,0.21390524,4.9049122,8.07211835,-11.91429292,-0.53306285,-0.36021233,13.0,0.0,1,0,1.18430708,1.08620884,-37.09117503,0,152.0,4.48995985,0.06789959,0.05703612,8.72479184,-42.13939258,0.0547778,-0.02608365,0.2367983,-0.02687562,0.03556243,0.02821934,0.03667078,-0.00369461,0.06988232,2.54157145,2.2402,0,1,2.2582,0,-0.26646631,73.76725977,1,0,0,0,-333608.38365555,3.0,7.0,10.0,-2.83181438,11.46634676,0.0,2.0,0,0,0.0,-127966.38636557
2016-03-11,2.67000008,0.2956261,4.81407185,11.78229965,-7.35664291,-0.49344856,0.4596292,13.0,0.0,1,0,1.12754893,1.03126749,-33.8453859,0,153.0,4.2322154,0.07975042,0.06774895,13.05678045,-41.48549619,0.0555111,0.05159513,0.24115301,-0.02608365,-0.02687562,0.03556243,0.02821934,0.03667078,0.04749328,2.57500001,2.25420001,0,1,2.29485,0,-0.13457195,75.39315353,1,0,0,0,831457.26633072,3.0,7.0,10.0,-6.4240103,14.75590277,1.0,0.0,0,0,0.0,327474.30290972
2016-03-14,2.65799999,0.27055413,4.53751492,9.14530352,-7.75909801,-0.44629928,-0.22380997,14.0,0.0,1,0,1.12949291,1.03874261,-34.14271208,0,154.0,2.82167223,0.09189353,0.080382,10.72610036,-40.52234504,0.05751113,-0.00449441,0.23837188,0.05159513,-0.02608365,-0.02687562,0.03556243,0.02821934,0.06241763,2.60800001,2.2654,0,1,2.3311,0,-0.14631432,83.50409819,1,0,0,0,-25800.18043518,2.0,6.0,10.0,-5.40474745,13.02759884,0.0,1.0,0,0,0.0,-9662.98865092
2016-03-15,2.58299994,0.24924476,4.50721822,4.59001931,-10.34052039,-0.41125714,-0.49810093,14.0,0.0,1,0,1.16040322,1.07025885,-36.00098888,0,155.0,3.08943595,0.10249062,0.09270578,6.20510699,-39.74017546,0.05995555,-0.02821672,0.23506257,-0.00449441,0.05159513,-0.02608365,-0.02687562,0.03556243,0.02970388,2.61757142,2.27306667,0,1,2.35775,0,-0.22085154,75.23609192,1,0,0,0,-201975.12841225,1.0,5.0,9.0,-1.98225587,9.92472166,0.0,2.0,0,0,0.0,-75987.63317983
2016-03-16,2.68000007,0.25458593,4.42937101,6.9280991,-6.96495494,-0.37427784,0.50938343,14.0,0.0,1,0,1.11915749,1.03057007,-33.59761605,0,156.0,5.14925403,0.11252676,0.10719536,8.38783598,-38.73631358,0.0298222,0.03755328,0.2437952,-0.02821672,-0.00449441,0.05159513,-0.02608365,-0.02687562,-0.03407528,2.63085716,2.287,0,1,2.3799,0,-0.12331922,76.0649098,1,0,0,0,388970.48950195,2.0,5.0,9.0,-4.36749521,12.56497039,1.0,0.0,0,0,0.0,150588.65576132
2016-03-17,2.71499991,0.28159399,4.34070047,6.75766403,-5.75322209,-0.33759213,-0.02460055,14.0,0.0,1,0,1.10445124,1.01763723,-32.73042454,0,157.0,2.50460701,0.12136809,0.12250074,7.9643128,-37.69276744,0.03724444,0.01305964,0.24247456,0.03755328,-0.02821672,-0.00449441,0.05159513,-0.02608365,0.03035363,2.63600002,2.30083334,0,1,2.4127,0,-0.08783282,76.08915261,1,0,0,0,196279.14428711,3.0,6.0,9.0,-4.69438348,12.7606831,2.0,0.0,0,0,0.0,73238.48484997
2016-03-18,2.84899998,0.3835778,4.29449033,10.13668235,-1.11964971,-0.29447427,0.50002757,14.0,0.0,1,0,1.05426818,0.96837837,-29.41030387,0,158.0,4.42260191,0.13125536,0.13933799,10.86147216,-36.32621437,0.02386666,0.04935546,0.24597349,0.01305964,0.03755328,-0.02821672,-0.00449441,0.05159513,0.06949692,2.67057143,2.31753333,0,1,2.4523,0,0.04588778,78.20867764,1,0,0,0,1951442.9166317,3.0,6.0,9.0,-7.51980161,16.04101057,3.0,0.0,1,0,7.26656949,718763.52792769
