Date,Close,Level_Distance,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_lag_4,percent_change_Close_lag_5,percent_change_Close_lag_1-5,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
1990-12-03,0.14149299,0.02202598,3.17698749,8.56321249,56.70049371,0.04003718,0.33853537,14.0,2.0,1,1,0.66992996,0.60639021,0.0,1,0.0,5.21439041,0.00511393,0.00846975,8.56930774,-7.89293762,0.00091631,0.03164344,0.00972807,0.03267747,-0.02547603,-0.00632864,0.07641209649109197,-0.00340112,0.07597293,0.13423871,0.11805563,1,0,0.1254558,3,0.04643866,78.75063732,1,0,0,0,546589.13440704,3.0,5.0,8.0,-8.67328869,14.05299905,2.0,0.0,0,0,0.0,3985251.03966868
1990-12-04,0.143663,0.02459093,3.08584331,9.00950589,58.54360585,0.04117524,0.05211752,14.0,3.0,1,1,0.66159973,0.59988287,0.0,1,0.0,1.81258059,0.00534714,0.00817656,9.33451344,-8.53757258,0.00066558,0.01533653,0.00968046,0.03164344,0.03267747,-0.02547603,-0.00632864,0.07641219507661187,0.11101749,0.13653286,0.1194011,1,0,0.1272136,3,0.0483034,79.01297468,1,0,0,0,145241.46709442,3.0,5.0,8.0,-8.77333846,14.21121904,3.0,0.0,0,0,0.0,1026492.29749791
1990-12-05,0.144097,0.02040619,3.16260241,8.19352212,58.44577028,0.04224045,-0.0905692,14.0,4.0,1,1,0.66275679,0.59950474,0.0,1,0.0,3.61423245,0.00567214,0.00785443,7.9519798,-7.36621951,0.00136965,0.00302093,0.00951524,0.01533653,0.03164344,0.03267747,-0.02547603,-0.00632864,0.04785277,0.138951,0.1206887,0,1,0.1289063,3,0.04830522,78.48166786,1,0,0,0,41384.50026513,4.0,6.0,8.0,-8.06721659,13.2107013,4.0,0.0,0,0,0.0,288066.51052208
1990-12-06,0.14496499,0.01302412,3.16510023,7.79142714,58.82412975,0.04321266,-0.04907474,14.0,5.0,1,1,0.66127825,0.59797625,0.0,1,0.0,3.89267093,0.00605563,0.00756846,6.99326863,-6.53617627,0.00192904,0.00602367,0.00821706,0.00302093,0.01533653,0.03164344,0.03267747,-0.02547603,0.05720235,0.140067,0.12190397,0,1,0.1309462,3,0.04847186,77.63228214,1,0,0,0,131490.46897888,5.0,7.0,8.0,-7.48439364,12.73525664,5.0,0.0,0,0,0.0,912513.57523006
1990-12-07,0.14322899,0.00237212,3.16017497,5.57577272,56.36820696,0.04406738,-0.28437081,14.0,6.0,1,1,0.67111794,0.60791444,-1.19753062,0,1.0,1.21204523,0.00644211,0.00785399,4.47320278,-5.42793104,0.00214125,-0.01197531,0.0080244,0.00602367,0.00302093,0.01533653,0.03164344,0.03267747,0.08870204,0.141059,0.12306137,0,1,0.13222655,3,0.04657784,73.75077465,1,0,0,0,-62695.99370957,4.0,6.0,8.0,-5.57391006,10.74856572,0.0,1.0,0,0,0.0,-432490.57867062
1990-12-10,0.142361,0.01100972,3.13589207,4.22145728,54.86289622,0.04466759,-0.24289287,14.0,7.0,1,1,0.67709139,0.61437355,-1.79629079,0,2.0,1.21943522,0.00666726,0.00806176,3.55955757,-5.1717567,0.00258491,-0.00606017,0.00797881,-0.01197531,0.00602367,0.00302093,0.01533653,0.03164344,0.04404927,0.142423,0.12445027,0,1,0.1332248,3,0.04568791,69.73779614,0,0,0,0,-4449.67746735,3.0,6.0,7.0,-4.34460318,9.41010408,0.0,2.0,0,0,0.0,-31066.8767527
1990-12-11,0.140191,0.01754359,3.31710786,1.9617023,51.98924505,0.04525634,-0.53530211,14.0,8.0,1,1,0.69111237,0.62477021,-3.2932015,0,3.0,3.0957714,0.00676019,0.0081885,1.55811941,-4.77689123,0.00070404,-0.01524291,0.00762221,-0.00606017,-0.01197531,0.00602367,0.00302093,0.01533653,0.00634565,0.142857,0.12588257,0,1,0.13415795,3,0.04328218,68.832144,0,0,0,0,-126179.22048568,2.0,5.0,7.0,-2.23909835,7.59733103,0.0,3.0,0,0,0.0,-886332.77601258
1990-12-12,0.144097,0.01577401,3.31324474,3.86577878,55.68916427,0.04617957,0.97062458,14.0,9.0,1,1,0.67543791,0.60917301,-0.59876017,0,4.0,4.81896625,0.00674346,0.00824577,3.57941799,-4.03379188,0.00096444,0.02786196,0.00747723,-0.01524291,-0.00606017,-0.01197531,0.00602367,0.00302093,-0.02423379,0.143229,0.1273872,1,0,0.1351996,3,0.04690865,73.81027023,1,0,0,0,262895.45016289,2.0,6.0,8.0,-3.93194576,9.63146623,1.0,0.0,0,0,0.0,1875266.19584337
1990-12-13,0.15017401,0.01671935,3.55078638,7.00269802,61.64105805,0.04744015,0.81145855,14.0,10.0,1,1,0.65416256,0.58314683,0.0,1,0.0,6.35862825,0.00656534,0.00828638,7.09233224,-6.6226331,0.0019096,0.04217303,0.00774814,0.02786196,-0.01524291,-0.00606017,-0.01197531,0.00602367,0.00060724,0.14415914,0.12897863,1,0,0.13648,3,0.05237188,77.08446882,1,0,0,0,801581.45999908,2.0,7.0,8.0,-6.38076751,12.71679819,2.0,0.0,0,0,0.0,5562790.74507975
1990-12-14,0.15625,0.01535253,3.73019491,9.70829342,67.50021944,0.04913968,0.38636471,14.0,11.0,1,1,0.63431609,0.55971219,0.0,1,0.0,6.11135483,0.00626673,0.00836001,10.07057554,-9.14919859,0.00133096,0.04045969,0.00856245,0.04217303,0.02786196,-0.01524291,-0.00606017,-0.01197531,0.03675659,0.14589529,0.1307726,1,0,0.1379557,3,0.0578216,80.73478385,1,0,0,0,763300.28886795,3.0,7.0,9.0,-9.06540542,14.57801564,3.0,0.0,0,0,0.0,5082772.34544491
1990-12-17,0.154514,0.01239637,3.49117659,7.55293208,64.97907654,0.05000649,-0.22201238,14.0,12.0,1,1,0.64104924,0.5712257,-1.11104012,0,1.0,3.37055907,0.00591494,0.00848322,7.46480176,-7.98014023,0.00079089,-0.0111104,0.00889325,0.04045969,0.04217303,0.02786196,-0.01524291,-0.00606017,0.08919159,0.14725943,0.1324219,0,1,0.1393446,3,0.05556417,72.2229534,1,0,0,0,-182488.3389473,3.0,6.0,8.0,-6.94739074,12.65157476,0.0,1.0,0,0,0.0,-1167925.36926273
