Date,Close,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_3,percent_change_Close_lag_5,percent_change_Close_lag_10,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,positive_streak,negative_streak,positive_streak_max,negative_streak_max,is_gap_up,is_gap_down,move_from_gap%,VPT
2013-03-08,27.95999908,3.22910178,0.99331433,9.13881097,2.06625006,-0.6833555,4.0,2.0,1,1,0.94855535,0.88397332,-26.86372111,0,200.0,2.64663732,0.50616955,0.95555572,0.98933953,-27.58019883,0.08133354,-0.02169352,0.58977673,0.04116572,-0.00721497,0.01944957,-0.00549859,27.7514286,28.59000003,0,1,27.825,0,1.5578928,47.08737385,0,0,0,0,-27403355.0931929,1.0,5.0,6.0,2.51402503,2.08320168,0.0,1.0,5.0,4.0,0,0,0.0,-958829.78188754
2013-03-11,28.13999939,3.17037167,1.85108382,9.96783593,2.03927142,0.86354285,4.0,3.0,1,1,0.94106052,0.87765309,-26.39288588,0,201.0,2.87846298,0.39761763,0.89115497,1.82515048,-27.71224617,0.06866659,0.00643778,0.57004575,-0.02169352,-0.00254359,-0.00215988,0.00516039,27.87857137,28.47666664,0,1,27.80450001,0,1.73227092,43.13042682,0,0,0,0,6415588.87710584,2.0,5.0,6.0,1.77990838,2.55008908,1.0,0.0,5.0,4.0,0,0,0.0,229455.9759363
2013-03-12,27.82999992,3.20568656,0.89338863,8.82379958,2.01012148,-0.51736998,5.0,4.0,1,1,0.9509735,0.88685977,-27.203766,0,202.0,2.58713372,0.28075648,0.81237181,0.89947937,-27.85271594,0.06133347,-0.01101633,0.55998194,0.00643778,0.04116572,-0.00721497,0.0044004,27.88571412,28.32199993,0,1,27.78299999,0,1.41863709,44.36494313,0,0,0,0,-8546561.27624531,2.0,4.0,6.0,2.48393045,1.17288692,0.0,1.0,5.0,4.0,0,0,0.0,-303715.75911936
2013-03-13,27.07999992,3.16522373,-1.77474943,5.99302893,2.02043571,-2.98653686,5.0,5.0,0,1,0.97511051,0.91180604,-29.16557612,0,203.0,2.69571471,0.21942596,0.74094306,-1.71289076,-27.93111485,0.18666649,-0.02694934,0.57479752,-0.01101633,-0.02169352,-0.00254359,-0.01898498,27.79428564,28.19833323,0,1,27.76849995,0,0.66585933,48.06200805,0,0,0,0,-29714625.0,2.0,4.0,6.0,5.25002001,-0.98062023,0.0,2.0,5.0,4.0,0,0,0.0,-1067719.19085377
2013-03-14,27.04000092,3.11443277,-1.89695974,5.96068386,2.04395725,0.06886059,5.0,6.0,0,1,0.9748906,0.91260194,-29.2702034,0,204.0,2.21893625,0.18587423,0.66153972,-1.86126027,-27.92877024,0.10688888,-0.00147707,0.59605259,-0.02694934,0.00643778,0.04116572,0.01414213,27.72571427,28.05833327,0,1,27.725,0,0.62421347,49.10892779,0,0,0,0,-1105828.57971182,1.0,3.0,6.0,5.05181447,-0.86144477,0.0,3.0,5.0,4.0,0,0,0.0,-40835.6197499
2013-03-15,26.64999962,3.15732968,-3.15631147,4.54013971,2.02597148,0.663879,5.0,7.0,0,1,0.98814367,0.92499707,-30.29034806,0,205.0,1.87617263,0.15070779,0.57350571,-3.16993968,-28.0082531,-0.0155557,-0.01442312,0.61276642,-0.00147707,-0.01101633,-0.02169352,0.01944957,27.6114284,27.91399994,0,1,27.63249998,0,0.23327926,44.15093253,0,0,0,0,-12323026.98173512,1.0,2.0,5.0,6.28098643,-1.79549201,0.0,4.0,5.0,4.0,0,0,0.0,-455733.23093561
2013-03-18,26.48999977,3.24381138,-3.51233318,3.96042444,1.9734358,0.11279676,5.0,8.0,0,1,0.99434261,0.92946639,-30.70886715,0,206.0,3.81276043,0.11435403,0.48406896,-3.63107788,-28.0980514,-0.0273332,-0.00600375,0.64069768,-0.01442312,-0.02694934,0.00643778,-0.00215988,27.31285695,27.80599995,0,1,27.54099998,0,0.0734254,41.57303451,0,0,0,0,-4264587.93296823,0.0,2.0,4.0,6.321676,-2.1227042,0.0,4.9342805046059315,5.0,5.0,0,0,0.0,-160022.06356517
2013-03-19,26.54999924,3.21764849,-3.21320949,4.22943543,1.95877854,-0.08516381,5.0,9.0,0,1,0.99159836,0.92724539,-30.55192374,0,207.0,2.59887214,0.08949804,0.38562825,-3.41517899,-28.0962831,-0.01022233,0.00226499,0.58799021,-0.00600375,-0.00147707,-0.01101633,-0.00721497,27.1114284,27.7539999,0,1,27.42199993,0,0.13312707,46.7212945,0,0,0,0,1515238.51280212,1.0,3.0,5.0,5.56265124,-1.65130824,1.0,0.0,5.0,5.0,0,0,0.0,57200.3973535
2013-03-20,25.86000061,3.28969163,-5.38612076,1.59523632,1.87819287,0.67624326,5.0,10.0,0,1,1.01719504,0.9514012,-32.35678546,0,208.0,3.51894751,0.08834456,0.28467022,-5.81658555,-28.17927133,-0.01622242,-0.02598865,0.63217741,0.00226499,-0.01442312,-0.02694934,-0.00254359,26.78571429,27.66133327,0,1,27.29200001,0,-0.55571152,36.60886554,0,0,0,0,-30364424.56626908,1.0,3.0,4.0,7.84386903,-3.68538444,0.0,1.0,5.0,5.0,0,0,0.0,-1143669.50805347
2013-03-21,25.73999977,3.09412802,-5.32040723,1.16313956,1.74237852,-0.01220053,4.0,11.0,0,1,1.01944362,0.95756106,-32.67067727,0,209.0,2.1367566,0.10278223,0.23516291,-5.94083264,-28.41811743,-0.30266669,-0.0046404,0.72123059,-0.02598865,-0.00600375,-0.00147707,0.04116572,26.48714284,27.55099996,0,1,27.21499996,0,-0.67443486,28.66107284,0,1,0,0,-2920352.42366782,1.0,2.0,3.0,7.77756517,-3.54590169,0.0,2.0,5.0,5.0,0,0,0.0,-112929.32539603
