Date,Close,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_3,percent_change_Close_lag_5,percent_change_Close_lag_10,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,positive_streak,negative_streak,positive_streak_max,negative_streak_max,is_gap_up,is_gap_down,move_from_gap%,VPT
1990-10-16,22.08961487,2.9625583,2.34374938,3.18684399,0.17635136,-0.29936278,12.0,2.0,1,1,0.99874137,0.93949021,-13.8157928,0,200.0,2.03562288,0.43695592,0.69275038,2.29366024,-15.74824188,-0.16362673,-0.00506329,0.62347309,0.0340314,-0.00806451,-0.01030928,0.01017811,21.54359763,20.69941216,0,1,21.28865576,0,0.65743268,62.88659794,0,0,0,0,-98124.96662522,2.0,4.0,8.0,-1.15375362,6.55598357,0.0,1.0,6.0,4.0,0,0,0.0,-4419.63936727
1990-10-17,22.14582253,2.86439375,2.20492808,3.53231601,0.27780619,-0.05923044,12.0,3.0,1,1,0.99452593,0.93723806,-13.59649462,0,201.0,2.03045633,0.38384527,0.66404916,2.27557206,-15.51892242,-0.0062453,0.00254453,0.61494037,-0.00506329,0.03523034,-0.03124999,-0.03274558,21.59177562,20.8062067,0,1,21.37577763,0,0.71031295,61.29032258,0,0,0,0,46499.97623634,3.0,5.0,8.0,-1.13140342,6.28563872,1.0,0.0,6.0,4.0,0,0,0.0,2105.06052341
1990-10-18,22.70789909,2.72277159,4.29651372,6.20678535,0.39160662,0.94859585,12.0,4.0,1,1,0.96878714,0.91433171,-11.40351282,0,202.0,2.4752469,0.3325148,0.63950708,4.30532911,-15.0604404,-0.0062453,0.0253807,0.6434811,0.00254453,0.0340314,-0.00806451,0.00260417,21.75236893,20.94485226,0,1,21.48819294,0,1.26371066,63.26530612,0,0,0,0,846374.89700318,4.0,5.0,8.0,-3.1412601,7.88230994,2.0,0.0,6.0,4.0,0,0,0.0,38218.26423682
1990-10-19,23.38239288,2.59271893,6.94088028,9.37798409,0.48717984,0.61546797,12.0,5.0,1,1,0.94018796,0.88833358,-8.77192721,0,203.0,3.36538352,0.31776121,0.63058809,6.33201751,-14.2045125,0.04246801,0.02970305,0.74843904,0.0253807,-0.00506329,0.03523034,-0.0051948,22.10567447,21.08162429,0,1,21.61747065,0,1.91587085,62.10527669,0,0,0,0,1572454.11680222,4.0,6.0,8.0,-4.92885928,9.97693644,3.0,0.0,6.0,4.0,1,0,5.58376352,69247.01005226
1990-10-22,23.71963882,2.62355985,7.98757609,10.96868019,0.59008014,0.15080159,12.0,6.0,1,1,0.92739077,0.87491957,-7.45613813,0,204.0,2.36965944,0.32807861,0.61667216,7.4227404,-13.8507717,0.02123405,0.01442307,0.83319594,0.02970305,0.00254453,0.0340314,0.01305483,22.531247,21.2371322,0,1,21.78047295,0,2.23999559,62.88661092,0,0,0,0,403499.92977905,4.0,6.0,8.0,-5.63686001,10.148975536133968,4.0,0.0,6.0,4.0,0,0,0.0,17256.57129246
1990-10-23,23.15756035,2.65256523,4.89179595,8.34905455,0.70446273,-0.38757442,12.0,7.0,1,1,0.94946864,0.89641733,-9.64912738,0,205.0,2.66991049,0.35204648,0.60108715,4.24801999,-13.33085018,0.11366446,-0.02369676,0.85348441,0.01442307,0.0253807,-0.00506329,-0.01030928,22.77213696,21.37203058,0,1,21.89850903,0,1.66456317,64.89360627,0,0,0,0,-785252.29690742,4.0,6.0,8.0,-2.55166995,7.76078374,0.0,1.0,6.0,4.0,0,0,0.0,-33105.57562527
1990-10-24,22.93272972,2.71358476,3.44078017,7.29712224,0.79680388,-0.2966223,12.0,8.0,1,1,0.95912729,0.9048556,-10.5263201,0,206.0,1.71569416,0.37234994,0.58123451,2.94959018,-13.0898144,0.2985252,-0.00970874,0.83297633,-0.02369676,0.02970305,0.00254453,-0.03124999,22.87652261,21.48444589,0,1,22.01092434,0,1.43417249,61.85566181,0,0,0,0,-175249.85332489,3.0,6.0,7.0,-1.13722036,6.51052603,0.0,2.0,6.0,4.0,0,1,-3.31754252,-7567.71657668
1990-10-25,22.53927612,2.60064059,1.33573849,5.46802866,0.8714597,-0.61179197,12.0,9.0,1,1,0.97416104,0.92214823,-12.06140736,0,207.0,2.24438846,0.38489926,0.55419998,0.93960336,-12.87998991,0.38096309,-0.01715686,0.80280628,-0.00970874,0.01442307,0.0253807,-0.00806451,22.94075993,21.57999891,0,1,22.08961506,0,1.03560591,58.82352354,0,0,0,0,-334424.93507195,2.0,6.0,7.0,0.85039643,4.73180441,0.0,3.0,6.0,4.0,0,0,0.0,-14582.8664594
1990-10-26,22.37065315,2.62024341,0.39639507,4.67073232,0.9099218,-0.70323902,12.0,10.0,1,1,0.98157934,0.92917447,-12.7193019,0,208.0,1.5075373,0.38972039,0.52272663,0.11486998,-12.81944618,0.25855531,-0.00748129,0.77969002,-0.01715686,-0.02369676,0.02970305,0.03523034,22.97287859,21.65494245,0,1,22.14582272,0,0.86393271,54.99999661,0,0,0,0,-121237.38650322,1.0,5.0,6.0,1.69601865,3.87027687,0.0,4.0,6.0,4.0,0,0,0.0,-5378.93878407
1990-10-29,22.48306847,2.64285647,0.61085022,5.18772515,0.97233238,0.54101367,12.0,11.0,1,1,0.97710983,0.9242527,-12.28070554,0,209.0,1.99999949,0.39257801,0.50007985,0.44264032,-12.66727539,0.11616258,0.00502512,0.78315318,-0.00748129,-0.00970874,0.01442307,0.0340314,22.94075993,21.72426523,0,1,22.1654954,0,0.97290881,58.16325965,0,0,0,0,77700.00344467,1.0,5.0,7.0,1.04971468,3.91182643,1.0,0.0,6.0,4.0,0,0,0.0,3473.30061912
1990-10-30,22.87652206,2.49210187,1.73183193,7.01514259,1.11018166,1.83511716,13.0,12.0,1,1,0.95936822,0.90952618,-10.74561828,0,210.0,1.96560147,0.39634258,0.49739798,1.60885736,-12.15885697,0.14738905,0.0175,0.79871032,0.00502512,-0.01715686,-0.02369676,-0.00506329,22.86849267,21.80295595,0,1,22.19359922,0,1.35916022,68.81719057,0,0,0,0,445987.52243042,2.0,6.0,8.0,-0.27709349,5.38010117,2.0,0.0,6.0,4.0,0,0,0.0,19836.59495149
1990-10-31,23.49480629,2.51196111,3.57521909,9.86988759,1.29960146,1.06441459,14.0,13.0,1,1,0.9352871,0.88504788,-8.33333829,0,211.0,2.63157831,0.40397717,0.50810897,3.5594874,-11.4840523,0.15238529,0.02702702,0.8353832,0.0175,-0.00748129,-0.00970874,0.00254453,22.83637374,21.90600332,0,1,22.28915224,0,1.96620648,74.25740944,1,0,0,0,779074.60285378,3.0,6.0,9.0,-2.44366029,7.30196245,3.0,0.0,6.0,4.0,0,0,0.0,34055.6401304
1990-11-01,23.77584457,2.29652147,4.05903833,11.13738105,1.45521638,0.13532576,14.0,14.0,1,1,0.92275248,0.87682205,-7.23684739,0,212.0,1.65485396,0.42041691,0.53380569,3.73175588,-10.57400714,0.0574568,0.01196172,0.88317997,0.02702702,0.00502512,-0.01715686,0.0253807,22.92470006,22.01654504,0,1,22.39594679,0,2.22172659,72.04299467,1,0,0,0,657749.86965179,4.0,6.0,9.0,-3.2438634,7.60829595,4.0,0.0,6.0,4.0,0,0,0.0,27995.54342105
