Date,Close,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_3,percent_change_Close_lag_5,percent_change_Close_lag_10,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,positive_streak,negative_streak,positive_streak_max,negative_streak_max,is_gap_up,is_gap_down,move_from_gap%,VPT
1990-10-16,10.24357986,2.88018517,1.36803332,0.12688743,-0.12526301,-0.65568328,12.0,2.0,1,1,1.02753459,0.96993088,-16.21621284,0,200.0,1.61290593,0.2864979,0.37785882,1.05201647,-17.08845594,-0.07867559,-0.0203161,0.4253662,0.03023264,0.00966184,-0.0207852,0.00225722,10.101964,9.60394637,0,1,9.8777379,0,0.01619587,62.18487281,0,0,0,0,-869965.65758516,3.0,4.0,8.0,-0.09875072,6.26677767,0.0,1.0,6.0,4.0,0,0,0.0,-83202.48981915
1990-10-17,10.12556553,2.88045359,-0.14963453,-0.93523555,-0.08041785,-1.1093793,11.0,2.0,0,0,1.03824518,0.98063611,-17.18146992,0,201.0,0.93241064,0.26322799,0.38499735,-0.37593512,-16.86895112,-0.00524483,-0.01152081,0.39764756,-0.0203161,0.02870804,-0.02358486,-0.03378382,10.08847659,9.63856366,0,1,9.92376318,0,-0.10141657,58.6776796,0,0,0,0,-271251.70193481,3.0,4.0,7.0,1.09988281,4.81727985,0.0,2.0,6.0,4.0,0,0,0.0,-26480.16665295
1990-10-18,10.07836056,2.70993545,-0.74714,-1.31617367,-0.05855161,3.99309876,10.0,2.0,0,0,1.04043663,0.98623792,-17.56756651,0,202.0,1.17094866,0.22907383,0.38426804,-0.9941748,-16.73981473,-4e-08,-0.00466196,0.34945614,-0.01152081,0.03023264,0.00966184,-0.00233089,10.09859194,9.67554124,0,1,9.9721487,0,-0.14723034,53.57142857,0,0,0,0,-170348.29674911,2.0,4.0,6.0,1.11216509,3.64373381,0.0,3.0,6.0,4.0,0,0,0.0,-16823.58345945
1990-10-19,10.07836056,2.40883098,-0.48277341,-1.26254857,-0.07997958,-0.35383809,9.0,2.0,0,0,1.03687524,0.98869862,-17.56756651,0,203.0,1.40515732,0.19652933,0.37514156,-0.80531525,-16.89833614,0.00472065,0.0,0.31735504,-0.00466196,-0.0203161,0.02870804,-0.00233652,10.1424254,9.70779826,0,1,10.00873289,0,-0.14600375,40.90906378,0,0,0,0,0.0,1.0,4.0,5.0,1.20569518,3.49616211,0.0,0.0,6.0,4.0,0,0,0.0,0.0
1990-10-22,10.0075531,2.39218136,-0.85184265,-1.89045698,-0.1068529,0.76447716,8.0,2.0,0,0,1.04319065,0.99534703,-18.1467114,0,204.0,1.17924313,0.17543879,0.35597488,-1.00481851,-17.31588612,-0.02674976,-0.00702569,0.27657829,0.0,-0.01152081,0.03023264,0.01405157,10.16265624,9.73926856,0,1,10.0417767,0,-0.21573785,38.88890884,0,0,0,0,-149811.01869965,0.0,3.0,4.0,1.63766151,2.44434052,0.0,1.0,6.0,4.0,0,0,0.0,-14864.62186425
1990-10-23,10.0075531,2.20687118,-0.76897139,-1.83707916,-0.10973572,-0.09728471,7.0,2.0,0,0,1.04078331,0.99664588,-18.1467114,0,205.0,1.65093656,0.1561256,0.33039089,-0.93061314,-17.37781853,0.0157351,0.0,0.24725115,-0.00702569,-0.00466196,-0.0203161,-0.0207852,10.1424254,9.77388589,0,1,10.06655955,0,-0.21504019,46.66669899,0,0,0,0,0.0,0.0,3.0,4.0,1.64886281,2.37871525,0.0,0.0,6.0,4.0,0,0,0.0,0.0
1990-10-24,10.101964,2.18624689,0.16717057,-0.87659067,-0.10619531,-1.21739505,7.0,2.0,1,0,1.0307059,0.98698096,-17.37451042,0,206.0,1.40187414,0.13455464,0.30038723,0.00855922,-17.38158191,0.06818549,0.00943396,0.21649527,0.0,0.0,-0.01152081,-0.02358486,10.0918481,9.81086349,0,1,10.0937027,0,-0.12008269,50.0,0,0,0,0,127449.9894619,1.0,4.0,5.0,0.90318717,3.2485025,1.0,0.0,6.0,4.0,0,0,0.0,12735.37978574
1990-10-25,10.05475807,2.06237219,-0.284236,-1.29864289,-0.10363271,-2.70027534,6.0,2.0,0,0,1.03378102,0.99253357,-17.76061481,0,207.0,1.17369734,0.11593664,0.26341681,-0.47976641,-17.36415579,0.05454835,-0.00467295,0.18749326,0.00943396,-0.00702569,-0.00466196,0.00966184,10.06487356,9.84626757,0,1,10.11494517,0,-0.16673023,49.36709508,0,0,0,0,-68775.72829247,1.0,3.0,5.0,1.3360664,2.6184302,0.0,1.0,6.0,4.0,0,0,0.0,-6808.15416821
1990-10-26,9.96034718,2.048068,-1.03852855,-2.19595772,-0.11910938,2.65375447,5.0,2.0,0,0,1.04293331,1.00197195,-18.53281579,0,208.0,0.94786753,0.09777322,0.21935325,-1.3042706,-17.45622156,-0.00419602,-0.00938967,0.18364189,-0.00467295,0.0,0.0,0.02870804,10.04127094,9.87616434,0,1,10.11848559,0,-0.26004713,42.85713536,0,0,0,0,-175850.01868343,1.0,2.0,4.0,2.13125734,1.58729988,0.0,2.0,6.0,4.0,0,0,0.0,-17489.234194
1990-10-29,9.88953876,1.96044799,-1.65968607,-2.86648644,-0.12494267,0.59811309,4.0,2.0,0,0,1.04911527,1.00990631,-19.11196848,0,209.0,1.19332497,0.0797911,0.18071998,-1.95958525,-17.49521692,-0.07657786,-0.00710903,0.1721712,-0.00938967,0.00943396,-0.00702569,0.03023264,10.0142964,9.9021273,0,1,10.09016228,0,-0.3298055,46.4788524,0,0,0,0,-106950.3687973,1.0,1.0,4.0,2.57546616,0.78418392,0.0,3.0,6.0,4.0,0,0,0.0,-10737.61455417
1990-10-30,10.0075531,1.86994321,-0.6527166,-1.67773666,-0.10501526,-0.60672286,4.0,2.0,0,0,1.03576308,0.99836422,-18.1467114,0,210.0,2.12263,0.06033752,0.15734726,-0.90815738,-17.396542,-0.0419604,0.01193325,0.14640089,-0.00710903,-0.00467295,0.0,-0.0203161,10.00418104,9.92887707,0,1,10.0665596,0,-0.21060943,57.57573531,0,0,0,0,249689.06664276,2.0,2.0,5.0,1.42107295,1.95338673,1.0,0.0,6.0,4.0,0,0,0.0,25247.79694758
1990-10-31,10.29078484,1.93315614,1.85215606,1.10730469,-0.07443297,-3.8376114,5.0,3.0,1,1,1.00837978,0.96971666,-15.83011625,0,211.0,1.83485363,0.04360475,0.13782471,1.68278973,-17.2230778,-0.02098003,0.0283018,0.1543512,0.01193325,-0.00938967,0.00943396,-0.01152081,10.04464272,9.9650679,0,1,10.07482057,0,0.07258606,62.16211789,0,0,0,0,448498.58566284,2.0,3.0,5.0,-1.0835511,4.36513603,2.0,0.0,6.0,4.0,1,0,4.30620622,44816.00858421
1990-11-01,10.3615942,1.72469697,2.39920687,1.81127244,-0.05843365,0.29535892,5.0,4.0,1,1,0.99945648,0.96496254,-15.25095576,0,212.0,1.82232376,0.03171273,0.11790179,2.20809965,-17.08187069,-0.0068185,0.00688085,0.16714216,0.0283018,-0.00710903,-0.00467295,-0.00466196,10.09522002,10.00676603,0,1,10.08780208,0,0.14277684,56.9230884,0,0,0,0,232091.4285717,3.0,4.0,5.0,-1.69959157,4.43308146,3.0,0.0,6.0,4.0,0,0,0.0,22553.32632784
1990-11-02,10.55041504,1.56599366,4.19580248,3.66779618,-0.05157207,0.74882897,5.0,5.0,1,1,0.98027965,0.94895978,-13.7065616,0,213.0,2.01342106,0.02963181,0.10127096,4.00748629,-17.03151236,-0.00052441,0.01822315,0.19649205,0.00688085,0.01193325,-0.00938967,0.0,10.15928446,10.04689064,0,1,10.1114048,0,0.32987392,53.33329742,0,0,0,0,535597.48481179,4.0,5.0,5.0,-3.02743627,5.66037498,4.0,0.0,6.0,4.0,0,0,0.0,51690.64474701
