Date,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_Divergence,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,B%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
1990-01-02,,,,,,,,False,False,,,0.0,True,0.0,3.75939001,,,,,,,,,,,,0,0,,0,0.061958,,,,,,,,,,0.0,0.0,False,False,0.0,
1990-01-03,,,,,,,,False,False,,,-0.50125072,False,1.0,1.51134707,,,,,-0.00501251,,,,,,,0,0,,0,0.02382833,,,-27949.87381554,,,,,,,0.0,1.0,False,False,0.0,-5652.99529678
1990-01-04,,,,,,,,False,False,,,-1.00252072,False,2.0,1.01265349,,,,,-0.00503795,,-0.00501251,,,,,0,0,,0,-0.00262807,,,-17975.60171509,,,,,,,0.0,2.0,False,False,0.0,-3653.96672272
1990-01-05,,,,,,,,False,False,,,-1.75437751,False,3.0,1.02039334,,,,,-0.00759471,,-0.00503795,-0.00501251,,,,0,0,,0,-0.03056383,,,-48786.00907421,,,,,,,0.0,3.0,False,False,0.0,-9967.12553745
1990-01-08,,,,,,,,False,False,,,-1.50377144,False,4.0,1.27225865,,,,,0.00255081,,-0.00759471,-0.00503795,-0.00501251,,,0,0,,0,-0.01299831,,,16773.63202333,1.0,,,,,,1.0,0.0,False,False,0.0,3453.12798556
1990-01-09,,,,,,,,False,False,,,-3.25814894,False,5.0,2.33159506,,,,,-0.01781162,,0.00255081,-0.00759471,-0.00503795,,,0,0,,0,-0.09011115,,,-92049.518013,1.0,,,,,,0.0,1.0,False,False,0.0,-18901.69233362
1990-01-10,,,,,,,,False,False,,,-4.26066002,False,6.0,3.14136653,,,,,-0.01036274,,-0.01781162,0.00255081,-0.00759471,4.85751758,,0,0,,0,-0.11623722,,,-60350.2886982,1.0,,,,,,0.0,2.0,False,False,0.0,-12617.2216257
1990-01-11,,,,,,,,False,False,,,-3.00753323,False,7.0,2.58399708,,,,,0.01308894,,-0.01036274,-0.01781162,0.00255081,4.83627469,,0,0,,0,-0.04755142,,,71124.68388319,2.0,,,,,,1.0,0.0,False,False,0.0,15025.49168834
1990-01-12,,,,,,,,False,False,,,-2.25564751,False,8.0,2.8205192,,,,,0.007752,,0.01308894,-0.01036274,-0.01781162,4.82388299,,0,0,,0,-0.00061109,,,73013.09153366,3.0,,,,,,2.0,0.0,False,False,0.0,15225.14739322
1990-01-15,,,,,,,,False,False,,,-4.01002501,False,9.0,1.30547673,,,,,-0.01794863,,0.007752,0.01308894,-0.01036274,4.8026403,,0,0,,0,-0.07736741,,,-149624.27096128,2.0,3.0,,,,,0.0,1.0,False,False,0.0,-30960.58413694
1990-01-16,,,,,,,,False,False,,,-2.25564751,False,10.0,4.10256441,,,,,0.01827667,,-0.01794863,0.007752,0.01308894,4.79909972,,0,0,,0,0.01525127,,,192411.59672165,3.0,4.0,,,,,1.0,0.0,False,False,0.0,40541.90369704
1990-01-17,,,,,,,,False,False,,,-3.75939001,False,11.0,2.60418394,,,,,-0.01538444,,0.01827667,-0.01794863,0.007752,4.78316777,,0,0,,0,-0.05475625,,,-163348.16036606,3.0,4.0,,,,,0.0,1.0,False,False,0.0,-33800.3616
1990-01-18,,,,,,,,False,False,,,-3.75939001,False,12.0,2.08333312,,,,,0.0,,-0.01538444,0.01827667,-0.01794863,4.77962739,,0,0,,0,-0.05039486,,,0.0,2.0,4.0,,,,,0.0,0.0,False,False,0.0,0.0
1990-01-19,,0.38511221,,,,1.0,,True,False,,,-2.00501251,False,13.0,2.55756195,,,0.74828583,-2.73284882,0.01822908,,0.0,-0.01538444,0.01827667,4.79555954,,0,0,,0,0.03598611,,-37.74742553,196349.02960062,2.0,5.0,5.0,0.9089335,2.2781431,,1.0,0.0,False,False,0.0,41263.7947779
