Date,Open,High,Low,Close,Volume,EMA,APZ_Upper,APZ_Lower,APZ_Upper%,APZ_Lower%,positive_streak_cumulative,negative_streak_cumulative,Pct_Deviation_Upper,Pct_Deviation_Lower,200MA,Upper_Band,Lower_Band,Breakout_Score,ATR%,ATR%_change,ATR_std,Volume_std,ATR_trigger,Volume_trigger,Oscillator,Trigger_Counter,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_3,percent_change_Close_lag_5,percent_change_Close_lag_10,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,positive_streak,negative_streak,positive_streak_max,negative_streak_max,is_gap_up,is_gap_down,move_from_gap%,VPT
2007-03-14,10.37100029,10.61999989,10.23499966,10.55000019,35349000,10.44772691,10.45551695,10.43993687,-0.89557575,1.04325418,6.01531224,-5.92629409,30.93356968,-31.38958643,7.64796,8.05752124,7.23839876,14.5792334,3.75829417,-0.0162539,0.04413053,29540341.394976724,True,False,0,0,1.82415016,37.94528459,2.71303999,7.53796632,4.0,20.063625573291716,True,True,0.76250805,0.68734216,-8.05298752,False,23.0,3.6492912,0.12108995,0.13833101,2.10195773,-9.94588692,-0.08531121,0.01579054,0.25109511,0.00590798,-0.00389256,-0.04106164,0.04058255,10.30628572,10.62723328,0,1,10.47964997,0,2.38026272,49.26524713,0,0,0,0,5797254.06932831,4.0,5.0,6.0,1.86215712,3.80098685,3.0,0.0,5.0,6.0,False,False,0.0,558179.68883
2007-03-15,10.55000019,10.61499977,10.45300007,10.52600002,19609000,10.45518149,10.46293186,10.44743112,-0.59916548,0.74642697,6.01531224,-5.92629409,30.17548892,-30.93062592,7.678125,8.08600767,7.27024233,12.68800111,3.68339651,-0.01992863,0.04405717,29540341.394976724,True,False,0,0,1.54420745,37.09076135,2.68780358,-0.15346473,5.0,20.063625573291716,True,True,0.76627772,0.69260979,-8.26215754,False,24.0,1.53904334,0.11840613,0.1426195,1.89097397,-9.9647016,-0.06926662,-0.0022749,0.23977581,0.01579054,0.00869478,0.03048535,-0.00830385,10.32442856,10.60626663,0,1,10.46584997,0,2.34819847,51.3203257,0,0,0,0,-470619.29130554,3.0,5.0,6.0,2.13563562,3.48122788,0.0,1.0,5.0,6.0,False,False,0.0,-44608.46282437
2007-03-16,10.5340004,10.59300041,10.47399998,10.52700043,15751000,10.46202139,10.46975242,10.45429036,-0.54382069,0.69070071,6.01531224,-5.92629409,29.74566594,-30.61695102,7.70876,8.11356615,7.30395386,12.28101914,3.59415969,-0.02422678,0.04385316,29540341.394976724,True,False,0,0,1.46925556,36.55893324,2.66581146,-0.04853745,6.0,20.063625573291716,True,True,0.76822617,0.69634298,-8.25343866,False,25.0,1.13043061,0.1111258,0.1438523,1.8656783,-9.93378449,0.00022227,9.504e-05,0.22686814,-0.0022749,0.00590798,-0.00389256,-0.03038856,10.40371432,10.58409996,0,1,10.452,0,2.34276115,52.36051917,0,0,0,0,15757.36904144,4.0,6.0,7.0,2.07581607,3.3103373,1.0,0.0,5.0,6.0,False,False,0.0,1496.99496553
2007-03-19,10.55200005,10.75699997,10.55200005,10.68900013,23120000,10.48363841,10.49137068,10.47590614,-1.84890489,1.99358203,4.0582545,-5.92629409,31.35574096,-31.31232373,7.739735,8.1374442,7.34202581,14.58371473,3.29845088,-0.08227481,0.04345682,29540341.394976724,True,False,0,0,2.75555776,38.1055052,2.66262216,0.87547888,7.0,20.063625573291716,True,True,0.75706861,0.69109959,-6.8415535,False,26.0,1.91785874,0.10120947,0.14147119,3.22627577,-9.75316526,0.05224448,0.01538897,0.21626746,9.504e-05,0.01579054,0.00869478,-0.02057053,10.46271433,10.57053331,0,1,10.44485002,0,2.49483627,57.42649356,0,0,0,0,3745433.12072758,4.0,7.0,8.0,0.4546727,4.29715947,2.0,0.0,5.0,6.0,False,False,0.0,355793.0054827
2007-03-20,10.69999981,10.79100037,10.64000034,10.7489996,16206000,10.50891091,10.51616693,10.50165489,-2.16608685,2.30109517,4.0582545,-5.92629409,31.77827063,-31.31856823,7.769725,8.15688318,7.38256682,13.3237189,3.02885367,-0.08173449,0.04351704,29540341.394976724,True,False,0,0,3.31035451,38.34465945,2.63484639,0.20133737,7.0,20.063625573291716,True,True,0.75312092,0.69254385,-6.31863677,False,27.0,1.40478211,0.08895782,0.13713491,3.82531911,-9.77021402,-0.00231113,0.0056132,0.2136701,0.01538897,-0.0022749,0.00590798,0.030216,10.53599998,10.56133331,0,1,10.44320002,0,2.5477567,50.68551913,0,0,0,0,972351.34506223,4.0,7.0,8.0,0.09793186,4.56511375,3.0,0.0,5.0,6.0,False,False,0.0,90967.47434407
2007-03-21,10.72599983,11.23200035,10.67599964,11.06999969,38077000,10.56234793,10.57148053,10.55321534,-4.50333499,4.66833212,5.09604628,-5.92629409,35.37053984,-32.92135779,7.80158,8.17755452,7.42560549,17.46020438,2.93908981,-0.02963625,0.04327295,29540341.394976724,True,False,0,0,6.07439596,41.89433027,2.63449139,0.83496841,7.0,20.063625573291716,True,True,0.73414069,0.6753589,-3.52100648,False,28.0,5.02259011,0.07676643,0.12941206,6.53606347,-9.44006153,0.10035553,0.02986325,0.24845051,0.0056132,9.504e-05,0.01579054,-0.04106164,10.64242853,10.56183329,0,1,10.46025,0,2.85054327,58.84476493,0,0,0,0,12222720.77655799,4.0,8.0,9.0,-2.32400304,6.84766395,4.0,0.0,5.0,6.0,False,False,0.0,1137103.10134474
2007-03-22,11.10000038,11.10000038,10.89999962,10.95699978,13239000,10.59993382,10.60942098,10.59044667,-3.17220779,3.34537844,5.09604628,-5.92629409,33.58572217,-31.90329066,7.83179,8.20222371,7.46135629,14.30813286,2.7940405,-0.04935178,0.0434696,29540341.394976724,True,False,0,0,4.52587789,39.90415699,2.6507814,-0.25492544,8.0,20.063625573291716,True,True,0.74271545,0.68683464,-4.50584103,False,29.0,1.82532415,0.07265313,0.12008536,5.28986219,-9.30355783,0.05719999,-0.01020776,0.27106188,0.02986325,0.01538897,-0.0022749,0.03048535,10.72399998,10.55406663,0,1,10.47859998,0,2.7312821,64.2575564,0,0,0,0,-1496005.8889389,4.0,7.0,9.0,-1.07788994,5.43969618,0.0,1.0,5.0,6.0,False,False,0.0,-135140.55376518
2007-03-23,10.94999981,11.0,10.90200043,10.98600006,6348000,10.63670204,10.64583814,10.62756594,-3.09632189,3.26264446,5.09604628,-5.92629409,33.53362274,-31.74951314,7.86257,8.22714148,7.49799853,13.11952207,2.63582338,-0.05662664,0.04405478,29540341.394976724,True,False,0,0,4.16937656,39.72530684,2.6837157,-0.07876954,9.0,20.063625573291716,True,True,0.7420482,0.68933173,-4.25309323,False,30.0,0.89204053,0.06143816,0.10953213,5.33341842,-9.1011113,0.0812222,0.00264674,0.29370702,-0.01020776,0.0056132,9.504e-05,-0.00389256,10.78628567,10.53779996,0,1,10.50504999,0,2.75731513,71.2380961,1,0,0,0,184093.79196166,4.0,8.0,10.0,-1.29421649,5.06474976,1.0,0.0,5.0,6.0,False,False,0.0,16801.47811253
2007-03-26,10.86999989,10.92500019,10.75599957,10.84799957,17044000,10.65682561,10.66581539,10.64783583,-1.67942651,1.84516729,5.09604628,-5.92629409,31.48204325,-30.53591149,7.89301,8.25055597,7.53546402,14.16593604,2.57256282,-0.0240003,0.04482106,29540341.394976724,True,False,0,0,2.54900158,37.43805689,2.68534708,-0.38863724,10.0,20.063625573291716,True,True,0.75332614,0.70187488,-5.45581668,False,31.0,1.55789668,0.0464743,0.09746457,3.78926755,-8.90755321,0.07811114,-0.01256149,0.30236331,0.00264674,0.02986325,0.01538897,0.00869478,10.83228561,10.55406663,0,1,10.52714996,0,2.61172682,61.61405261,0,0,0,0,-2352080.32226562,3.0,7.0,9.0,-0.16044124,3.36415248,0.0,1.0,5.0,6.0,False,False,0.0,-214097.97098108
2007-03-27,10.83600044,10.83600044,10.65400028,10.72500038,14708000,10.66331845,10.67037493,10.65626196,-0.50932816,0.64091766,5.09604628,-5.92629409,29.65586635,-29.38319606,7.922775,8.27189751,7.57365249,13.53608685,2.41824931,-0.05998435,0.04650655,29540341.394976724,True,False,0,0,0.87336642,35.36924095,2.70936781,-0.65736921,11.0,20.063625573291716,True,True,0.76290275,0.71453776,-6.52779848,False,32.0,1.69697113,0.05329587,0.08839196,2.02499866,-8.38304068,0.07617783,-0.01133842,0.30048771,-0.01256149,-0.01020776,0.0056132,0.00590798,10.86057132,10.57129997,0,1,10.54839997,0,2.48247657,73.11235093,1,0,0,0,-1809072.10540769,2.0,6.0,9.0,0.85037446,2.00062019,0.0,2.0,5.0,6.0,False,False,0.0,-166765.50301047
2007-03-28,10.65999985,10.79300022,10.57999992,10.66800022,14781000,10.66376433,10.66994287,10.65758579,0.01821003,0.09762305,5.09604628,-5.92629409,28.67462386,-28.62982104,7.952225,8.29067916,7.61377085,12.31503033,2.29792838,-0.04975539,0.04867162,29540341.394976724,True,False,0,0,0.07370812,34.15113653,2.70791783,-0.91560459,12.0,20.063625573291716,True,True,0.76840718,0.72244862,-7.02457519,False,33.0,1.99662817,0.07605534,0.0859542,0.77246081,-7.73726864,0.04726662,-0.0053147,0.29920766,-0.01133842,0.00264674,0.02986325,0.01579054,10.85757133,10.57793331,0,1,10.54589996,0,2.41937098,64.18235192,0,0,0,0,-842519.36817174,1.0,5.0,8.0,1.41179476,1.49120771,0.0,3.0,5.0,6.0,False,False,0.0,-78556.5816508
