Date,Close,Level_Distance,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_lag_4,percent_change_Close_lag_5,percent_change_Close_lag_1-5,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
1990-10-16,15.45874977,0.71697351,5.51294246,-2.34082442,-35.19626039,-8.02543312,2.36610014,0.0,0.0,0,0,1.59825025,1.4879914,-50.16722445,0,65.0,3.35570598,1.08122231,1.52561572,-2.21615218,-49.0378251,0.04380563,-0.02614379,0.92825821,-0.00649352,0.04761903,0.00684933,0.01388892,-0.02702703,0.03483673,15.42910698,18.27037484,0,1,16.28356242,0,-8.03828299,30.90908605,0,0,0,0,-109499.81493473,3.0,5.0,5.0,12.79964212,-4.90082906,0.0,2.0,0,0,0.0,-6898.1694166
1990-10-17,15.97749996,2.68694298,5.00927556,1.50659208,-32.89906533,-8.07078668,-1.64361601,1.0,0.0,1,0,1.54038496,1.44019945,-48.49498302,0,66.0,4.54545265,1.0213667,1.45763402,1.68373442,-49.34783103,-0.04611123,0.03355706,0.87341881,-0.02614379,-0.00649352,0.04761903,0.00684933,0.01388892,0.03571997,15.51803562,18.03520819,0,1,16.20056238,0,-7.48982361,39.28571604,0,0,0,0,175187.64566326,3.0,5.0,6.0,8.85579111,-0.76388305,1.0,0.0,0,0,0.0,11332.58822719
1990-10-18,17.43000031,4.77688517,4.76190385,10.52631834,-26.69197387,-8.00638751,5.98684036,2.0,0.0,1,0,1.41172615,1.31648808,-43.81270763,0,67.0,7.73810123,0.9293254,1.40062295,11.17677092,-49.46130212,-0.11066653,0.08515210183630496,0.89318926,0.03355706,-0.02614379,-0.00649352,0.04761903,0.00684933,0.05538811,15.87375001,17.85537484,0,1,16.21612492,0,-6.01463869,52.94118283,0,0,0,0,441699.54440308,3.0,5.0,7.0,0.70766888,7.80881559,2.0,0.0,0,0,0.0,27645.09750948
1990-10-19,16.91124916,5.28957294,5.08325928,6.98546213,-28.75874454,-7.93094649,-0.33638126,3.0,0.0,1,0,1.45451364,1.35284845,-45.48495214,0,68.0,8.58895387,0.79542062,1.34243482,7.77173918,-49.41619363,-0.01152789,-0.02976197,0.877302,0.08512555443751758,0.03355706,-0.02614379,-0.00649352,0.04761903,0.13944789,16.12571417,17.65133317,0,1,16.20056238,0,-6.4989315,53.73133673,0,0,0,0,-252625.58231354,2.0,5.0,7.0,3.49930862,4.57053823,0.0,1.0,0,0,0.0,-14493.72219681
1990-10-22,17.53375053,1.81249605,4.31107165,9.84215797,-26.02319733,-7.73900892,0.40894873,4.0,0.0,1,0,1.39488582,1.30866439,-43.47825873,0,69.0,7.10058541,0.67204705,1.27227036,10.47888098,-48.83932498,0.10605562,0.0368099,0.92090529,-0.02976197,0.0851444099252049,0.03355706,-0.02614379,-0.00649352,0.06206689,16.45178563,17.46804155,0,1,16.24206238,0,-5.85846142,66.66666667,0,0,0,0,161250.26573181,3.0,6.0,8.0,0.34864314,7.70779993,1.0,0.0,0,0,0.0,9535.08899307
1990-10-23,17.53375053,1.35136704,4.18427587,8.98203969,-25.91455814,-7.57827052,-0.08739123,5.0,0.0,1,0,1.39163561,1.3079501,-43.47825873,0,70.0,1.77515179,0.55160427,1.19224358,9.96786986,-48.60158577,0.24669452,0.0,0.90414278,0.0368099,-0.02976197,0.08514562418422071,0.03355706,-0.02614379,0.10537031,16.67410714,17.28129158,0,1,16.23168745,0,-5.85084549,64.40677544,0,0,0,0,0.0,3.0,6.0,7.0,0.49425522,7.15253994,0.0,0.0,0,0,0.0,0.0
1990-10-24,17.53375053,1.16300522,4.14201113,8.28375598,-25.80885654,-7.44080168,-0.07774222,6.0,0.0,1,0,1.38928989,1.30644967,-43.47825873,0,71.0,2.95858632,0.44310918,1.09442274,9.72241971,-48.486607,0.25822222,0.0,0.8959126,0.0,0.0368099,-0.02976197,0.08514695550060893,0.03355706,0.1315141,16.91125011,17.09454161,0,1,16.22649994,0,-5.84280956,62.5000041,0,0,0,0,0.0,2.0,5.0,6.0,0.60649245,6.63065481,0.0,0.0,0,0,0.0,0.0
1990-10-25,17.43000031,0.98075858,4.0816326,6.86051971,-26.13761112,-7.28695526,-0.1718105,7.0,0.0,1,0,1.39468535,1.31305269,-43.81270763,0,72.0,1.78571819,0.32262703,0.9829192,8.78368156,-48.34952121,0.2881944,-0.00591717,0.9091573,0.0,0.0,0.0368099,-0.02976197,0.08514867795229639,0.09795704,17.19285733,16.93891665,0,1,16.23687496,0,-5.94001943,64.81480094,0,0,0,0,-9987.51578331,1.0,4.0,6.0,1.23118046,5.63695633,0.0,1.0,0,0,0.0,-569.61662389
1990-10-26,15.77000046,0.77257102,4.93421047,-3.49206117,-33.06618306,-7.21996234,-1.50900826,7.0,0.0,0,0,1.54335521,1.44467101,-49.16387775,0,73.0,9.21052218,0.23731242,0.85338606,-1.84251576,-48.20963205,0.17522225,-0.08404971467807558,0.89559641,-0.00591717,0.0,0.0,0.0368099,-0.02976197,0.00113076,17.16321455,16.74525,0,1,16.17462502,0,-7.56896255,53.03030809,0,0,0,0,-640600.58111572,1.0,3.0,6.0,12.02740077,-2.61444016,0.0,2.0,0,0,0.0,-36752.75788294
1990-10-29,15.45874977,0.9827849,5.27325049,-5.61086168,-34.28017014,-7.14452126,0.60674782,7.0,0.0,0,0,1.57434326,1.46887825,-50.16722445,0,74.0,6.04026953,0.18989889,0.70017406,-4.01551631,-48.08246746,0.19366675,-0.01973689,0.90789459,-0.08403822389704314,-0.00591717,0.0,0.0,0.0368099,-0.06434536,16.88160733,16.54812501,0,1,16.12793751,0,-7.84649581,53.84615276,0,0,0,0,-122025.209198,0.0,3.0,6.0,13.45740681,-3.70004406,0.0,3.0,0,0,0.0,-7737.80631933
