Date,Close,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_3,percent_change_Close_lag_5,percent_change_Close_lag_10,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,positive_streak,negative_streak,positive_streak_max,negative_streak_max,is_gap_up,is_gap_down,move_from_gap%,VPT
1990-10-16,6.39583302,4.93252736,-11.469006734416611,-39.82394565386255,-3.81510411,0.27147021,0.0,0.0,0,0,1.5342923766096888,1.4362378424994215,-50.8012845,0,127.0,5.86319247,0.35955279,0.55015694,-10.915554352932075,-44.53838584,-0.16342589,-0.04062509,0.61682792,0.0,-0.00607907,-0.05949008,0.02949066,6.80952399,8.0298611,0,1,7.54687505,0,-4.34552392,25.00001022,0,1,0,0,-1911654.48760986,0.0,1.0,4.0,16.018835913075304,-9.369746640268719,0.0,1.0,4.0,6.0,0,0,0.0,-286748.15946826
1990-10-17,6.41666698,4.87013069,-11.14774038,-39.82394565386255,-3.88473206,-0.11071471,0.0,0.0,0,0,1.5342923766096888,1.4362378424994215,-50.6410232,0,128.0,2.92207778,0.36329975,0.54368416,-10.18531554,-45.04353369,-0.17129627,0.00325743,0.63036703,-0.04062509,-0.02140668,-0.00903614,-0.015625,6.67559542,7.92291667,0,1,7.44687505,0,-4.29673349,21.49536269,0,1,0,0,68102.07824707,1.0,2.0,4.0,16.018835913075304,-9.369746640268719,1.0,0.0,4.0,6.0,0,0,0.0,10647.88247014
1990-10-18,6.72916698,4.55550755,-5.75239388,-39.30510648,-3.94699395,-0.48398566,0.0,0.0,0,0,1.5342923766096888,1.4362378424994215,-48.23717704,0,129.0,4.64396263,0.36593423,0.53601212,-4.99182583,-45.51750583,-0.212963,0.0487013,0.61346809,0.00325743,0.0,-0.00607907,0.00529105,6.64880971,7.83611113,0,1,7.36666675,0,-3.94461225,25.66374657,0,1,0,0,1575000.0,2.0,2.0,4.0,12.88056707,-5.16443801,2.0,0.0,4.0,6.0,1,0,7.30898061,245454.53329435
1990-10-19,6.95833302,4.55517557,-1.74406994,-37.13828929,-3.98742549,-0.69680971,0.0,0.0,0,0,1.5342923766096888,1.4362378424994215,-46.47436142,0,130.0,2.39520055,0.36663536,0.52318202,-1.07126412,-45.89475131,-0.16527767,0.03405563,0.58794672,0.0487013,-0.04062509,-0.02140668,-0.04210534,6.66369057,7.75555557,0,1,7.3052084,0,-3.69632298,33.61345378,0,0,0,0,608023.31314087,3.0,3.0,5.0,8.64562351,-1.18362093,3.0,0.0,4.0,6.0,1,0,7.39548822,90356.40139948
1990-10-22,7.16666698,4.40199348,2.05552278,-35.15428852,-4.02955345,-2.17857818,1.0,0.0,1,0,1.5342923766096888,1.4362378424994215,-44.87179243,0,131.0,3.77907847,0.36048185,0.50660838,2.53524253,-46.2348689,-0.12824078,0.02994021,0.56928567,0.03405563,0.00325743,0.0,-0.0302197,6.71428585,7.6888889,0,1,7.26666675,0,-3.4686829,33.05086488,0,0,0,0,584751.78451538,4.0,4.0,5.0,5.44388309,2.06953851,4.0,0.0,4.0,6.0,0,0,0.0,84036.18844021
1990-10-23,7.27083302,4.27752719,4.17909823,-34.11365219,-4.0562499,1.03310723,2.0,0.0,1,0,1.5342923766096888,1.4362378424994215,-44.07051527,0,132.0,2.86532527,0.34249926,0.48361668,4.50855036,-46.4833408,-0.03518522,0.01453479,0.53234529,0.02994021,0.0487013,-0.04062509,-0.05949008,6.80059528,7.63055557,0,1,7.2239584,0,-3.34801999,37.60683593,0,0,0,0,268123.36349487,5.0,5.0,6.0,4.01048027,3.59366579,5.0,0.0,5.0,6.0,1,0,5.43806672,37412.56068861
1990-10-24,6.85416698,4.71124565,-0.71135723,-37.7842466,-4.11349693,-1.17021788,2.0,0.0,0,0,1.5342923766096888,1.4362378424994215,-47.27563858,0,133.0,7.273248445385891,0.32105483,0.46750624,-0.784372,-46.858814,-0.01342598,-0.05730651,0.53219937,0.01453479,0.03405563,0.00325743,-0.00903614,6.827381,7.55833337,0,1,7.18854175,0,-3.74466103,31.11111111,0,0,0,0,-1209748.15406799,4.0,5.0,5.0,9.87357001,-1.52660036,0.0,1.0,5.0,6.0,0,0,0.0,-166383.7075475
1990-10-25,6.5625,4.87528379,-3.92157054,-39.82394565386255,-4.16599691,4.51280053,2.0,0.0,0,0,1.5342923766096888,1.4362378424994215,-49.51923077,0,134.0,4.12699382,0.29774915,0.45910439,-3.87391254,-47.48483938,-0.00416665,-0.04255324,0.53612523,-0.05730651,0.02994021,0.0487013,-0.00607907,6.85119057,7.47986113,0,1,7.13229175,0,-3.99504861,31.57895099,0,0,0,0,-1609476.75418854,3.0,5.0,5.0,13.87646338,-4.93873333,0.0,2.0,5.0,6.0,0,1,-10.25641026,-234817.26631618
1990-10-26,6.625,4.67205716,-2.26125301,-39.64641921,-4.19870526,-0.42338076,2.0,0.0,0,0,1.5342923766096888,1.4362378424994215,-49.03846154,0,135.0,4.40250613,0.26822686,0.45131922,-2.10894229,-47.94055795,0.02268514,0.00952381,0.51752342,-0.04255324,0.01453479,0.03405563,-0.02140668,6.88095243,7.4166667,0,1,7.06979175,0,-3.8926924,35.99999561,0,0,0,0,339937.5,3.0,6.0,6.0,11.35137464,-3.80420372,1.0,0.0,5.0,6.0,0,0,0.0,51800.0
1990-10-29,6.66666698,3.99553484,-1.3867458,-39.16349531,-4.19791657,-0.38673568,2.0,0.0,0,0,1.5342923766096888,1.4362378424994215,-48.71794627,0,136.0,1.24999517,0.25528543,0.44341602,-0.81789789,-48.2950526,0.0217592,0.00628936,0.49730171,0.00952381,-0.05730651,0.02994021,0.0,6.87202385,7.35486116,0,1,7.01458344,0,-3.83737794,44.33962427,0,0,0,0,79525.6067276,3.0,7.0,7.0,9.96170681,-2.53382035,2.0,0.0,5.0,6.0,0,0,0.0,12003.86516643
