Date,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_Divergence,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,B%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
1990-01-02,,,,,,,,False,False,,,0.0,True,0.0,2.14007195,,,,,,,,,,,,0,0,,0,0.07638868,,,,,,,,,,0.0,0.0,False,False,0.0,
1990-01-03,,,,,,,,False,False,,,-0.97275674,False,1.0,1.76817284,,,,,-0.00972757,,,,,,,0,0,,0,-0.03856182,,,-356435.32447816,,,,,,,0.0,1.0,False,False,0.0,-33285.79004446
1990-01-04,,,,,,,,False,False,,,-1.94552238,False,2.0,2.18254271,,,,,-0.00982321,,-0.00972757,,,,,0,0,,0,-0.09057275,,,-286625.87471008,,,,,,,0.0,2.0,False,True,-2.51450389,-27029.55122524
1990-01-05,,,,,,,,False,False,,,-3.30738716,False,3.0,2.21328268,,,,,-0.01388886,,-0.00982321,-0.00972757,,,,0,0,,0,-0.17828932,,,-503911.40155793,,,,,,,0.0,3.0,False,False,0.0,-47991.56205314
1990-01-08,,,,,,,,False,False,,,-1.55641434,False,4.0,2.56916687,,,,,0.01810865,,-0.01388886,-0.00982321,-0.00972757,,,0,0,,0,0.02014068,,,466987.5,1.0,,,,,,1.0,0.0,False,False,0.0,45101.40706601
1990-01-09,,,,,,,,False,False,,,-2.91828802,False,5.0,2.20441194,,,,,-0.01383405,,0.01810865,-0.01388886,-0.00982321,,,0,0,,0,-0.11462807,,,-309138.84773254,1.0,,,,,,0.0,1.0,False,False,0.0,-29325.4234065
1990-01-10,,,,,,,,False,False,,,-5.44746801,False,6.0,3.29217793,,,,,-0.02605207,,-0.01383405,0.01810865,-0.01388886,10.46130957,,0,0,,0,-0.33654815,,,-864336.48548127,1.0,,,,,,0.0,2.0,False,False,0.0,-83142.59032416
1990-01-11,,,,,,,,False,False,,,-6.22567518,False,7.0,1.86721986,,,,,-0.00823042,,-0.02605207,-0.01383405,0.01810865,10.36607156,,0,0,,0,-0.35891324,,,-337598.71215821,1.0,,,,,,0.0,3.0,False,False,0.0,-33343.08268229
1990-01-12,,,,,,,,False,False,,,-8.5603056,False,8.0,1.70213085,,,,,-0.02489626,,-0.00823042,-0.02605207,-0.01383405,10.25000014,,0,0,,0,-0.49228344,,,-1596300.0,1.0,,,,,,0.0,4.0,False,True,-4.08162655,-158967.6298223
1990-01-15,,,,,,,,False,False,,,-10.31127842,False,9.0,1.73535124,,,,,-0.01914894,,-0.02489626,-0.00823042,-0.02605207,10.12202399,,0,0,,0,-0.59805114,,,-877275.0,0.0,1.0,,,,,0.0,5.0,False,False,0.0,-89594.03964448
1990-01-16,,,,,,,,False,False,,,-7.00389126,False,10.0,4.18409417,,,,,0.03687629,,-0.01914894,-0.02489626,-0.00823042,10.06547628,,0,0,,0,-0.19769568,,,1736759.38224794,1.0,2.0,,,,,1.0,0.0,False,False,0.0,180833.94270845
1990-01-17,,,,,,,,False,False,,,-7.00389126,False,11.0,2.71966217,,,,,0.0,,0.03687629,-0.01914894,-0.02489626,9.98214286,,0,0,,0,-0.17218423,,,0.0,1.0,2.0,,,,,0.0,0.0,False,False,0.0,0.0
1990-01-18,,,,,,,,False,False,,,-7.78209843,False,12.0,1.68775727,,,,,-0.00836817,,0.0,0.03687629,-0.01914894,9.90773814,,0,0,,0,-0.23597617,,,-317498.78883362,1.0,2.0,,,,,0.0,1.0,False,False,0.0,-31882.72458265
1990-01-19,,-1.72565121,,,,0.0,,False,False,,,-6.61478322,False,13.0,1.04166031,,,-1.02540453,-5.64728622,0.01265823,,-0.00836817,0.0,0.03687629,9.889881,,0,0,,0,-0.1036028,,-22.6530555,369000.0,2.0,3.0,3.0,3.09393043,1.61760436,,1.0,0.0,False,False,0.0,37367.08860759
1990-01-22,2.57386452,-3.34167883,,,0.93647407,0.0,,False,False,,,-8.75486407,False,14.0,3.62472709,,,-2.85160746,-6.07653556,-0.0229167,,0.01265823,-0.00836817,0.0,9.85119043,,0,0,,0,-0.31962223,29.35778661,-19.58695359,-693275.96168518,2.0,2.0,3.0,5.27952123,-0.16225177,,0.0,1.0,False,False,0.0,-69327.59616852
1990-01-23,2.58909426,-2.76914281,,,-0.17133185,0.0,,False,False,,,-8.75486407,False,15.0,2.13219298,,,-2.2930072,-6.61350502,0.0,,-0.0229167,0.01265823,-0.00836817,9.84821415,,0,0,,0,-0.30072673,30.76921045,-20.99837744,0.0,1.0,2.0,3.0,4.83193432,0.03931174,,0.0,0.0,False,False,0.0,0.0
1990-01-24,2.63077222,-2.65038418,,,-0.04288642,0.0,,False,False,,,-9.14396321,False,16.0,3.21199133,,,-2.17642823,-7.12255221,-0.00426433,,0.0,-0.0229167,0.01265823,9.86607129,,0,0,,0,-0.30981519,31.68316203,-21.95399505,-216821.69151308,1.0,2.0,3.0,4.82712274,-0.18209214,,0.0,1.0,False,False,0.0,-22190.70688962
1990-01-25,2.71366037,-3.96884531,,,0.49746038,0.0,,False,False,,,-10.89493602,False,17.0,2.83843452,,,-3.64349347,-7.52563871,-0.01927195,,-0.00426433,0.0,-0.0229167,9.80654757,,0,0,,0,-0.48072434,31.06794995,-21.52628296,-497587.5,1.0,2.0,3.0,6.37159922,-1.63529073,,0.0,2.0,False,False,0.0,-51143.8955452
1990-01-26,3.0133915,-5.24248677,,,0.32090983,0.0,,False,False,,,-12.84046731,False,18.0,5.411948679556559,,,-4.92889043,-8.32174665,-0.02183413,,-0.01927195,-0.00426433,0.0,9.71726186,,0,0,,0,-0.63105199,22.11536176,-12.78202875,-1235003.76892088,0.0,2.0,2.0,8.11511717,-3.11855421,,0.0,3.0,False,False,0.0,-129432.70509436
1990-01-29,2.98672339,-3.71271761,,,-0.2918022,0.0,,False,False,,,-12.06225123,False,19.0,2.43362148,,,-3.54643018,-8.82893299,0.00892864,0.40405671,-0.02183413,-0.01927195,-0.00426433,9.65178571,,0,1,10.0010417,0,-0.5140277,26.73268134,-17.31601436,365552.78892516,1.0,3.0,3.0,6.41301154,-1.92016019,0.13843274,1.0,0.0,False,False,0.0,39166.37157598
1990-01-30,2.90475972,-3.61077134,,,-0.02745866,0.0,,False,False,,,-12.45135927,False,20.0,2.22221883,,,-3.5057514,-9.2706125,-0.00442481,0.39100094,0.00892864,-0.02183413,-0.01927195,9.5625,,0,1,9.93437505,0,-0.5288989,30.0,-20.625,-168326.28421783,1.0,2.0,3.0,6.33236708,-1.92210988,0.14234418,0.0,1.0,False,False,0.0,-17875.35701261
1990-01-31,2.85714058,-1.13601779,,,-0.68538086,0.0,,False,False,,,-10.50583689,False,21.0,1.52173586,,,-0.9854871,-9.61510542,0.02222219,0.36471021,-0.00442481,0.00892864,-0.02183413,9.53571429,,0,1,9.88333335,0,-0.30306476,38.54165077,-28.95831776,846873.70777131,2.0,3.0,4.0,3.77107239,0.44297457,0.29435705,1.0,0.0,False,False,0.0,90333.19549561
1990-02-01,2.71305675,0.21505119,,,-1.18930266,1.0,,True,False,,,-9.33852168,False,22.0,1.28755369,,,0.49022782,-9.78080129,0.01304348,0.33609739,0.02222219,-0.00442481,0.00892864,9.52678571,,0,1,9.84375,0,-0.17074628,47.77776082,-38.06942781,369300.0,3.0,4.0,5.0,2.32310588,1.68811907,0.39927251,2.0,0.0,False,False,0.0,38535.65345219
1990-02-02,2.70516407,0.93573032,,,3.35119814,2.0,,True,False,,,-8.5603056,False,23.0,2.12765626,,,1.29810993,-9.7320824,0.00858376,0.31394221,0.01304348,0.02222219,-0.00442481,9.53571429,,0,1,9.815625,0,-0.08471768,55.29411575,-45.50244876,202001.54113769,4.0,4.0,6.0,1.18927548,2.14951628,0.48092164,3.0,0.0,False,False,0.0,20807.02637789
1990-02-05,2.50840971,0.46097463,,,-0.5073638,3.0,,True,False,,,-9.14396321,False,24.0,1.28479653,,,0.77243742,-9.84038978,-0.00638298,0.26357509,0.00858376,0.01304348,0.02222219,9.5625,,0,1,9.775,0,-0.14370822,42.25354928,-32.52438229,-139087.5,3.0,4.0,5.0,1.89692249,1.61156336,0.45652755,0.0,1.0,False,False,0.0,-14204.6803899
1990-02-06,2.40601282,2.22905153,,,3.83551888,4.0,,True,False,,,-7.58754886,False,25.0,1.8947369,,,2.68567748,-10.00453675,0.01713056,0.22202794,-0.00638298,0.00858376,0.01304348,9.64285714,,0,1,9.75,0,0.02382598,48.10126656,-38.20543354,544997.92099,4.0,5.0,6.0,0.4367465,3.20698054,0.6642057,1.0,0.0,False,False,0.0,56016.91510229
1990-02-07,2.40095802,2.41278951,,,0.08242877,5.0,,True,False,,,-7.39299039,False,26.0,1.6806658,0.1673381,,2.86334353,-9.97083467,0.00210533,0.20794919,0.01713056,-0.00638298,0.00858376,9.71428571,,0,1,9.73958335,0,0.04393545,51.31579819,-41.39913121,90265.25459288,4.0,6.0,7.0,0.26708375,3.126585,0.71289291,2.0,0.0,False,False,0.0,9121.54180977
1990-02-08,2.39583084,3.27339788,,,0.35668605,6.0,,True,False,,,-6.61478322,False,27.0,1.25,0.14692508,,3.54309844,-9.81029331,0.00840333,0.20495057,0.00210533,0.01713056,-0.00638298,9.80357143,,0,1,9.7375,0,0.12043869,50.0,-40.0,427748.36826325,4.0,7.0,7.0,-0.50849815,3.5373465,0.82019916,3.0,0.0,False,False,0.0,43134.28785391
1990-02-09,2.22287875,3.49693531,,,0.06828911,7.0,,True,False,,,-6.22567518,False,28.0,1.24481324,0.12371121,,3.90186011,-9.74721269,0.0041667,0.2157665,0.00840333,0.00210533,0.01713056,9.86904771,,0,1,9.75,0,0.15852204,60.00001409,-49.9583471,109525.83560943,4.0,8.0,8.0,-0.62863526,3.74067128,0.83794285,4.0,0.0,False,False,0.0,10952.58356094
1990-02-12,2.12355038,3.0924641,,,-0.11566448,8.0,,True,False,,,-6.42023365,False,29.0,0.62370064,0.10018732,,3.62698672,-9.69556357,-0.00207475,0.22099669,0.0041667,0.00840333,0.00210533,9.91369057,9.93611113,0,1,9.7708333,0,0.13508029,59.09089648,-49.07006346,-41588.76914977,4.0,7.0,8.0,-0.24746779,3.31799989,0.78280934,0.0,1.0,False,False,0.0,-4141.62003318
1990-02-13,2.12765765,0.68860265,,,-0.77732881,9.0,,True,False,,,-8.5603056,False,30.0,2.3404287,0.07631746,,1.09194565,-9.54799236,-0.02286896,0.21665401,-0.00207475,0.0041667,0.00840333,9.91369057,9.9055556,0,1,9.7625,0,-0.09292668,51.99999756,-42.20833057,-966484.81864931,3.0,7.0,8.0,2.08480743,1.15578616,0.53365618,0.0,2.0,False,False,0.0,-96447.55252981
1990-02-14,2.00181775,0.70250435,,,0.02018828,10.0,,True,False,,,-8.36575603,False,31.0,1.06157436,0.0497227,,1.19575433,-9.44852917,0.00212763,0.21212289,-0.02286896,-0.00207475,0.0041667,9.92559528,9.8791667,0,1,9.75520835,0,-0.07061972,59.7014701,-49.8889701,55424.15428162,3.0,7.0,9.0,1.62264995,1.17010095,0.56752177,1.0,0.0,False,False,0.0,5660.33897691
1990-02-15,1.65413356,1.14068093,,,0.62373504,11.0,,True,False,,,-7.58754886,False,32.0,1.26315794,0.03857978,0.14968647,1.45094712,-8.9092278,0.00849254,0.2127922,0.00212763,-0.02286896,-0.00207475,9.92559528,9.8590278,0,1,9.75625,0,0.01329894,72.13113647,-62.23530345,202299.22828675,3.0,7.0,10.0,0.82796067,1.94127019,0.66398982,2.0,0.0,False,False,0.0,20616.48186362
1990-02-16,1.60411535,0.19711602,,,-0.82719443,12.0,,True,False,,,-8.17120647,False,33.0,1.48305736,0.04523998,0.12770593,0.34167102,-8.4838905,-0.00631579,0.20589582,0.00849254,0.00212763,-0.02286896,9.91369043,9.84166667,0,1,9.74791665,0,-0.04918729,66.66664124,-56.83330822,-179437.5,2.0,6.0,9.0,1.4858337,1.34988924,0.60371309,0.0,1.0,False,False,0.0,-18132.63216144
1990-02-20,1.66256082,-1.70978645,,,-9.67401051,12.0,,False,False,,,-9.72762081,False,34.0,1.50862722,0.05951074,0.10777783,-1.66746812,-8.19683225,-0.01694909,0.20660189,-0.00631579,0.00849254,0.00212763,9.86607143,9.8125,0,1,9.74270835,0,-0.2117541,60.60607952,-50.93941254,-383898.53553773,2.0,6.0,9.0,3.00975751,-0.22461323,0.40798564,0.0,2.0,False,True,-3.13152391,-39040.53029984
1990-02-21,1.69172932,-3.34595026,,,0.95694045,12.0,,False,False,,,-11.28404406,False,35.0,1.75438931,0.06924218,0.09172041,-3.32827145,-8.22967866,-0.01724141,0.21342462,-0.01694909,-0.00631579,0.00849254,9.78869043,9.7826389,0,1,9.7291667,0,-0.36630168,46.87501118,-37.37501118,-747001.42478942,2.0,5.0,8.0,4.53468491,-1.59946301,0.23156015,0.0,3.0,False,False,0.0,-77276.00691973
1990-02-22,1.7660049,-3.79247617,,,0.13345265,11.0,,False,False,,,-11.86770166,False,36.0,2.20751226,0.07274198,0.07894825,-3.71470266,-8.46754305,-0.00657895,0.22316707,-0.01724141,-0.01694909,-0.00631579,9.70535714,9.75972223,0,1,9.71458335,0,-0.41524317,39.34427214,-29.90677214,-294150.0,1.0,4.0,7.0,4.8353631,-1.93164663,0.18960099,0.0,4.0,False,False,0.0,-30963.15789474
