Date,Close,ATR%,14ma%,200ma%,14ma-200ma,14ma%_change,14ma%_count,200ma%_count,14ma_crossover,200ma_crossover,200DAY_ATR%,200DAY_ATR-%,percent_from_high,new_high,days_since_high,percent_range,VWAP_std14,VWAP_std200,VWAP%,VWAP%_from_high,Weighted_Close_Change_Velocity,percent_change_Close,pct_change_std,percent_change_Close_lag_1,percent_change_Close_lag_2,percent_change_Close_lag_3,percent_change_Close_lag_4,percent_change_Close_lag_5,percent_change_Close_lag_1-5,percent_change_Close_7,percent_change_Close_30,percent_change_Close>std,percent_change_Close<std,pct_change_std_rolling,days_since_abnormal_pct_change,VWAP_Divergence,RSI,RSI_overbought,RSI_oversold,RSI_very_overbought,RSI_very_oversold,EFI,direction_flipper_count5,direction_flipper_count_10,direction_flipper_count_14,KC_UPPER%,KC_LOWER%,B%,positive_streak,negative_streak,is_gap_up,is_gap_down,move_from_gap%,VPT
1990-10-16,13.97922516,3.11550293,-0.31812954,1.56452946,0.25995401,-1.99786692,8.0,2.0,0,1,1.01575074,0.95344068,-10.64637984,0,65.0,2.12765754,0.03396908,0.12998802,-0.2892344,-10.38718876,-0.05882503,-0.00423724,0.31118558,0.01943848,0.00652171,-0.01498931,-0.01059321,-0.02880661,-0.02842894,13.97922461,14.06052224,0,1,13.91676416,0,0.20546529,56.73077575,0,0,0,0,-174148.19276333,2.0,4.0,6.0,2.69695422,2.21302787,0.55017986,0.0,1.0,0,0,0.0,-12404.85667078
1990-10-17,14.00896835,3.0178969,-0.39274462,1.77402753,0.29942735,0.23454309,8.0,3.0,0,1,1.01274793,0.95238999,-10.45626471,0,66.0,2.1231402,0.04680029,0.10575511,-0.34150059,-10.14942447,-0.02048971,0.00212767,0.31186937,-0.00423724,0.01943848,0.00652171,-0.01498931,-0.01059321,-0.00385957,13.91548961,14.04267645,0,1,13.92122564,0,0.23395211,59.4059626,0,0,0,0,111288.11836624,3.0,5.0,7.0,2.25565833,2.20293954,0.57033611,1.0,0.0,0,0,0.0,7960.96472465
1990-10-18,14.42537022,2.84241627,2.21285571,4.77311815,0.34487051,-6.63433742,9.0,4.0,1,1,0.98286746,0.92601913,-7.79467128,0,67.0,2.26803385,0.06352089,0.08746045,2.16325365,-9.74707106,-0.04296212,0.02972395,0.32818237,0.00212767,-0.00423724,0.01943848,0.00652171,-0.01498931,0.00886131,13.97072669,14.04565077,0,1,13.95543017,0,0.64699316,60.95239869,0,0,0,0,2126421.90540504,4.0,5.0,7.0,-0.66147928,4.51556008,0.85798696,2.0,0.0,0,0,0.0,151790.04276275
1990-10-19,14.7525444,2.63536958,4.37397231,7.09389731,0.35897725,0.97661884,9.0,5.0,1,1,0.96011372,0.90740633,-5.70341102,0,68.0,2.82258951,0.08072621,0.08234355,4.19379655,-9.49884532,-0.02511643,0.02268047,0.3632397,0.02972395,0.00212767,-0.00423724,0.01943848,0.00652171,0.05357457,14.09394796,14.05556513,0,1,14.01194201,0,0.96801427,55.43479738,0,0,0,0,2143080.56865503,4.0,6.0,7.0,-2.24944311,6.34373279,1.00972016,3.0,0.0,0,0,0.0,148563.29761458
1990-10-22,14.93100166,2.57541446,5.31994495,8.32973664,0.39388285,0.21627312,9.0,6.0,1,1,0.94886172,0.89735343,-4.56273247,0,69.0,2.39044499,0.09820305,0.08973106,5.15566892,-9.24191866,-0.07799286,0.01209671,0.3892729,0.02268047,0.02972395,0.00212767,-0.00423724,0.01943848,0.06973333,14.27240617,14.07638524,0,1,14.08778672,0,1.13993595,60.63831565,0,0,0,0,942670.1389122,4.0,6.0,8.0,-2.92261764,6.92200162,1.04153201,4.0,0.0,0,0,0.0,63898.81725864
1990-10-23,14.90125942,2.72312719,4.70219859,8.04749475,0.44064317,-0.11611894,9.0,7.0,1,1,0.95275019,0.89828764,-4.7528415,0,70.0,4.39122225,0.11854937,0.10860086,4.44947112,-8.81030083,0.02511639,-0.00199198,0.42012075,0.01209671,0.02268047,0.02972395,0.00212767,-0.00423724,0.06239156,14.43386854,14.09621394,0,1,14.14578571,0,1.10210496,64.77275129,0,0,0,0,-218906.670331,4.0,6.0,8.0,-2.32419956,6.23944218,0.94955748,0.0,1.0,0,0,0.0,-14661.21799922
1990-10-24,15.04997444,2.69621885,5.30697475,9.05995523,0.49180124,0.12861562,9.0,8.0,1,1,0.94388903,0.88996465,-3.80227198,0,71.0,1.58102361,0.13863604,0.1306091,5.0960571,-8.4668534,0.07733192,0.00998003,0.44252014,-0.00199198,0.01209671,0.02268047,0.02972395,0.00212767,0.06463682,14.57833481,14.1140598,0,1,14.22014332,0,1.24482508,65.55558406,0,0,0,0,678374.41639614,4.0,7.0,8.0,-2.7230927,6.73646764,0.96880981,1.0,0.0,0,0,0.0,45524.63635261
1990-10-25,14.93100166,2.66078727,4.07226275,8.14304165,0.54004864,-0.23265835,9.0,9.0,1,1,0.95130907,0.89809332,-4.56273247,0,72.0,1.99203004,0.15574967,0.15120067,3.9586639,-8.19690833,0.14937621,-0.00790518,0.42997943,0.00998003,-0.00199198,0.01209671,0.02268047,0.02972395,0.07248918,14.71430288,14.13487991,0,1,14.29450092,0,1.12236597,64.13043137,0,0,0,0,-335001.88357544,3.0,7.0,8.0,-1.70772561,5.47726144,0.87007628,0.0,1.0,0,0,0.0,-22259.29916871
1990-10-26,14.69305706,2.64604072,2.29255672,6.35778147,0.549014,-0.43703124,9.0,10.0,1,1,0.9666831,0.91376229,-6.08364736,0,73.0,1.2145816,0.16580228,0.16554987,2.19938655,-8.10477851,0.15730779,-0.01593628,0.41803192,-0.00790518,0.00998003,-0.00199198,0.01209671,0.02268047,0.03486005,14.81202984,14.1527257,0,1,14.3420898,0,0.88158639,54.44443415,0,0,0,0,-651800.9370718,2.0,6.0,7.0,-0.06263772,3.6129322,0.70989262,0.0,2.0,0,0,0.0,-43654.2002857
1990-10-29,14.45511341,2.71899147,0.42804473,4.57797791,0.57117259,-0.81328936,9.0,11.0,1,1,0.98341418,0.92903435,-7.60455616,0,74.0,3.2921859,0.17096629,0.17815146,0.40807415,-7.98006572,0.11831127,-0.01619429,0.41803192,-0.01593628,-0.00790518,0.00998003,-0.00199198,0.01209671,-0.0037567,14.81627887,14.15768286,0,1,14.3420898,0,0.64084694,58.33334606,0,0,0,0,-842497.78651237,1.0,5.0,7.0,1.67478037,2.07640442,0.56759269,0.0,3.0,0,0,0.0,-57339.85671315
1990-10-30,14.30639839,2.73240481,-0.81013281,3.45532438,0.59466961,-2.89263586,9.0,12.0,0,1,0.99392485,0.93927676,-8.55512567,0,75.0,2.91059882,0.17244541,0.18940853,-0.78214607,-7.83425492,0.14078365,-0.01028806,0.41810709,-0.01619429,-0.01593628,-0.00790518,0.00998003,-0.00199198,-0.0320477,14.75254372,14.15966574,0,1,14.34060268,0,0.48940119,58.33334606,0,0,0,0,-759749.34162141,1.0,5.0,7.0,2.60403629,1.0901876,0.47954813,0.0,4.0,0,0,0.0,-52559.21001947
1990-10-31,14.00896835,2.79041662,-3.02940902,1.2729039,0.61372645,2.739398,9.0,13.0,0,1,1.01533512,0.95952679,-10.45626471,0,76.0,2.76007953,0.17080229,0.19843674,-3.01629299,-7.67136249,0.14144457,-0.02079,0.42211906,-0.01028806,-0.01619429,-0.01593628,-0.00790518,0.00998003,-0.04034378,14.62082468,14.16264006,0,1,14.33465409,0,0.19045741,56.32186026,0,0,0,0,-1383998.77805519,0.0,4.0,7.0,4.67812615,-0.56249928,0.30711263,0.0,5.0,0,0,0.0,-96739.84605768
1990-11-01,14.09819698,2.78782525,-2.56937395,1.88509035,0.63263458,-0.15185637,9.0,14.0,0,1,1.00937613,0.95361963,-9.88592544,0,77.0,2.7426243,0.16377616,0.20393665,-2.41756735,-7.6533838,0.04891082,0.00636939,0.42469227,-0.02079,-0.01028806,-0.01619429,-0.01593628,-0.00790518,-0.07111381,14.50610147,14.17453731,0,1,14.3287055,0,0.27840622,56.32186026,0,0,0,0,623996.77877903,1.0,4.0,7.0,3.68185536,0.11560883,0.3643085,1.0,0.0,0,0,0.0,44542.66460194
1990-11-02,14.42537022,2.60677528,-0.49824329,4.20471438,0.65430452,-0.80608378,8.0,15.0,0,1,0.98571723,0.93358173,-7.79467128,0,78.0,1.44330028,0.15394479,0.20773306,-0.36359184,-7.45819684,-0.03106507,0.02320674,0.42323439,0.00636939,-0.02079,-0.01028806,-0.01619429,-0.01593628,-0.05683923,14.4168723,14.20130606,0,1,14.34208984,0,0.60339889,57.30338212,0,0,0,0,1245611.96976089,2.0,4.0,7.0,1.59445932,2.54510922,0.54919282,2.0,0.0,1,0,4.9783618,88352.57240575
1990-11-05,14.60382843,2.56037294,0.42366548,5.42023231,0.68925256,-1.85031849,9.0,16.0,1,1,0.97418824,0.92298079,-6.65398664,0,79.0,1.62932378,0.14234447,0.20877206,0.69391614,-7.29726587,-0.07799278,0.01237114,0.42661746,0.02320674,0.00636939,-0.02079,-0.01028806,-0.01619429,-0.01769621,14.37013326,14.24096343,0,1,14.34952559,0,0.77903232,61.29032369,0,0,0,0,621600.11812496,3.0,4.0,8.0,0.63157493,3.69240725,0.64902276,3.0,0.0,1,0,2.71966682,43090.7566878
1990-11-06,14.45511341,2.52792493,-0.81632679,4.2784207,0.71204843,-2.92681922,9.0,17.0,0,1,0.98425043,0.93369193,-7.60455616,0,80.0,1.23456147,0.12928498,0.20754405,-0.50825345,-7.13255415,-0.07865391,-0.01018329,0.42077121,0.01237114,0.02320674,0.00636939,-0.02079,-0.01028806,0.01086921,14.33614131,14.26475789,0,1,14.37034574,0,0.62884355,57.73195774,0,0,0,0,-299187.25511932,3.0,4.0,7.0,1.50247533,2.4386425,0.55036447,0.0,1.0,0,0,0.0,-20486.905646
1990-11-07,14.30639839,2.45025299,-1.77946269,3.14363169,0.69522239,1.1798411,8.0,18.0,0,1,0.99402434,0.94501928,-8.55512567,0,81.0,1.87109877,0.11759666,0.20320629,-1.5889395,-7.07866183,-0.12161605,-0.01028806,0.4057873,-0.01018329,0.01237114,0.02320674,0.00636939,-0.02079,0.01097398,14.31489631,14.28954376,0,1,14.39116588,0,0.47848387,47.72727687,0,0,0,0,-405687.13669777,3.0,3.0,6.0,2.3597047,1.33451765,0.44777591,0.0,2.0,0,0,0.0,-28065.30292529
1990-11-08,14.45511341,2.38095222,-0.61349701,4.14099906,0.6640134,-0.65523469,7.0,19.0,0,1,0.98404613,0.93642709,-7.60455616,0,82.0,2.26337368,0.10201732,0.1945447,-0.4574572,-7.17994412,-0.11170156,0.010395,0.36989211,-0.01028806,-0.01018329,0.01237114,0.02320674,0.00636939,0.02147593,14.33614131,14.32325255,0,1,14.42983184,0,0.62524036,43.90241804,0,0,0,0,477811.98772717,3.0,4.0,6.0,1.33254655,2.27618732,0.51708713,1.0,0.0,0,0,0.0,33398.48189909
1990-11-09,14.78228664,2.3569987,1.71027533,6.40575569,0.64134498,-3.78774842,7.0,20.0,1,1,0.96336877,0.9162288,-5.51330199,0,83.0,2.81690395,0.0827599,0.18138281,1.98623747,-7.35348185,-0.06940028,0.02263374,0.34325421,0.010395,-0.01028806,-0.01018329,0.01237114,0.02320674,0.02550153,14.44661536,14.35795279,0,1,14.48039503,0,0.94946395,47.12643721,0,0,0,0,1128049.46628188,3.0,5.0,6.0,-0.4233334,4.41652139,0.71987466,2.0,0.0,0,0,0.0,78038.09172659
